Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
₹8,"₹7,809","₹1,999",256 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Luxe USB 3.0, USB 2.0 Type-C 256GB, Metal Pendrive for Mobile","<a href=""https://www.amazon.in/dp/B084PJR41Z"">SanDisk Ultra Dual Drive Luxe USB 3.0, USB 2.0 Type-C 256GB, Metal Pendrive for Mobile</a>"
₹8,"₹7,811","₹3,999",512 GB,10 years,microSD,Flash,New,"SAMSUNG EVO Plus 512GB Micro SDXC w/SD Adaptor, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC512SA/IN","<a href=""https://www.amazon.in/dp/B0CXHYCDH6"">SAMSUNG EVO Plus 512GB Micro SDXC w/SD Adaptor, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC512SA/IN</a>"
₹8,"₹7,811","₹3,999",512 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Luxe USB Type-C 512GB, Metal Pendrive for Mobile (Silver)","<a href=""https://www.amazon.in/dp/B084PJVL51"">SanDisk Ultra Dual Drive Luxe USB Type-C 512GB, Metal Pendrive for Mobile (Silver)</a>"
₹8,"₹7,811","₹3,999",512 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Luxe Type C, Gold, 512GB, Up to 400MB/s Transfer Speed, USB 3.2 Gen 1, 5 Y Warranty","<a href=""https://www.amazon.in/dp/B0CQJQYJD3"">SanDisk Ultra Dual Drive Luxe Type C, Gold, 512GB, Up to 400MB/s Transfer Speed, USB 3.2 Gen 1, 5 Y Warranty</a>"
₹8,"₹7,869","₹7,869",1 TB,5 years,Internal,SSD,New,Crucial MX500 1TB SATA 6.35 cm (2.5-inch) 7mm Internal SSD (CT1000MX500SSD1),"<a href=""https://www.amazon.in/dp/B078211KBB"">Crucial MX500 1TB SATA 6.35 cm (2.5-inch) 7mm Internal SSD (CT1000MX500SSD1)</a>"
₹8,"₹7,950","₹7,950",1 TB,10 years,External,SSD,New,EVM EnSave External SSD 1GB - Smallest Portable SSD - 550 Mb/s Read & 500 Mb/s Write - USB 3.1 Gen 2 Type C - 10 Years Warranty (EPSSD/1TB),"<a href=""https://www.amazon.in/dp/B09PYT14F8"">EVM EnSave External SSD 1GB - Smallest Portable SSD - 550 Mb/s Read & 500 Mb/s Write - USB 3.1 Gen 2 Type C - 10 Years Warranty (EPSSD/1TB)</a>"
₹8,"₹7,980","₹3,990",500 GB,6 months,External,SSD,Used,"(Renewed) Crucial X6 500GB Portable SSD Up to 540MB/s USB 3.2 External Solid State Drive, USB-C - CT500X6SSD9, Black, 39 Grams","<a href=""https://www.amazon.in/dp/B0CD1VJQHY"">(Renewed) Crucial X6 500GB Portable SSD Up to 540MB/s USB 3.2 External Solid State Drive, USB-C - CT500X6SSD9, Black, 39 Grams</a>"
₹8,"₹7,999","₹7,999",1 TB,3 years,External,SSD,New,"Lenovo PS8 Portable SSD - 1TB, R 1050 MB/s, W 1000 MB/s| USB-C Universal Compatibility | Windows, MacOS & Android |for Creators, Students & Gamers| External SSD| Aluminium Body, Grey| 3 Year Warranty","<a href=""https://www.amazon.in/dp/B0D1R2L8LS"">Lenovo PS8 Portable SSD - 1TB, R 1050 MB/s, W 1000 MB/s| USB-C Universal Compatibility | Windows, MacOS & Android |for Creators, Students & Gamers| External SSD| Aluminium Body, Grey| 3 Year Warranty</a>"
₹8,"₹7,999","₹7,999",1 TB,5 years,External,SSD,New,"ADATA SE880 1TB External Solid State Drive/SSD, USB 3.2 Gen 2x2 Type-C, Fast Speeds of up to 2000 MB/s - AELI-SE880-1TCGY (Titanium Gray)","<a href=""https://www.amazon.in/dp/B09VS3FCQ2"">ADATA SE880 1TB External Solid State Drive/SSD, USB 3.2 Gen 2x2 Type-C, Fast Speeds of up to 2000 MB/s - AELI-SE880-1TCGY (Titanium Gray)</a>"
₹8,"₹7,999","₹7,999",1 TB,3 years,External,SSD,New,Crucial® X9 1TB Portable SSD,"<a href=""https://www.amazon.in/dp/B0CGW1FQV4"">Crucial® X9 1TB Portable SSD</a>"
₹8,"₹7,999","₹7,999",1 TB,5 years,M.2,SATA,New,"Samsung 990 EVO SSD 1TB, PCIe 5.0 x2 M.2 2280, Speeds Up-to 5,000MB/s, Upgrade Storage for PC/Laptops, HMB Technology and Intelligent Turbowrite MZ-V9E1T0BW, Black","<a href=""https://www.amazon.in/dp/B0CP43PS7B"">Samsung 990 EVO SSD 1TB, PCIe 5.0 x2 M.2 2280, Speeds Up-to 5,000MB/s, Upgrade Storage for PC/Laptops, HMB Technology and Intelligent Turbowrite MZ-V9E1T0BW, Black</a>"
₹8,"₹8,150","₹16,299",2 TB,5 years,M.2,NVMe,New,"WD_Black™ SN850X NVMe™ SSD Gaming Storage, 2TB","<a href=""https://www.amazon.in/dp/B0B7CMZ3QH"">WD_Black™ SN850X NVMe™ SSD Gaming Storage, 2TB</a>"
₹8,"₹8,195","₹1,049",128 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)","<a href=""https://www.amazon.in/dp/B0819ZZK5K"">SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)</a>"
₹8,"₹8,198","₹4,099",500 GB,5 years,Internal,SSD,New,"Western Digital WD Blue SA510 SATA 500GB, Up to 560MB/s, 2.5 Inch/7 mm, 5Y Warranty, Internal Solid State Drive (SSD) (WDS500G3B0A)","<a href=""https://www.amazon.in/dp/B09ZYPTXS4"">Western Digital WD Blue SA510 SATA 500GB, Up to 560MB/s, 2.5 Inch/7 mm, 5Y Warranty, Internal Solid State Drive (SSD) (WDS500G3B0A)</a>"
₹8,"₹8,199","₹2,099",256 GB,,microSD,Flash,New,"SanDisk Extreme 256GB microSDXC UHS-I, V30, 190MB/s Read, 130MB/s Write, Memory Card for 4K Video on Smartphones, Action Cams and Drones","<a href=""https://www.amazon.in/dp/B0B2DCZDJZ"">SanDisk Extreme 256GB microSDXC UHS-I, V30, 190MB/s Read, 130MB/s Write, Memory Card for 4K Video on Smartphones, Action Cams and Drones</a>"
₹8,"₹8,199","₹2,099",256 GB,5 years,microSD,Flash,New,"Amazon Basics 256 GB Micro SDXC Memory Card | 180 MB/s Read | Memory Card for 4K Video on Smartphones, Action Cams and Drones","<a href=""https://www.amazon.in/dp/B0CV84PSHT"">Amazon Basics 256 GB Micro SDXC Memory Card | 180 MB/s Read | Memory Card for 4K Video on Smartphones, Action Cams and Drones</a>"
₹8,"₹8,201","₹4,199",512 GB,,microSD,Flash,New,"SanDisk Gameplay microSDXC UHS-I Card, 512GB Gaming microSDXC, 190MB/s, 130MB/s W, UHS-I, V30, U3, C10","<a href=""https://www.amazon.in/dp/B0CRHWRX8C"">SanDisk Gameplay microSDXC UHS-I Card, 512GB Gaming microSDXC, 190MB/s, 130MB/s W, UHS-I, V30, U3, C10</a>"
₹8,"₹8,203",₹525,64 GB,5 years,SD,Flash,New,Silicon Power Superior Pro 64GB SDXC Memory Card (SP064GBSDXCU3V10),"<a href=""https://www.amazon.in/dp/B01BQCHDSM"">Silicon Power Superior Pro 64GB SDXC Memory Card (SP064GBSDXCU3V10)</a>"
₹8,"₹8,209","₹8,209",1 TB,5 years,M.2,NVMe,New,"Crucial T500 1TB Gen4 NVMe M.2 Internal Gaming SSD, Up to 7300MB/s, Laptop & Desktop Compatible + 1mo Adobe CC All Apps - CT1000T500SSD8","<a href=""https://www.amazon.in/dp/B0CK39YR9V"">Crucial T500 1TB Gen4 NVMe M.2 Internal Gaming SSD, Up to 7300MB/s, Laptop & Desktop Compatible + 1mo Adobe CC All Apps - CT1000T500SSD8</a>"
₹8,"₹8,299","₹8,299",1 TB,6 months,External,SSD,Used,"(Refurbished) Samsung T7 Shield 1TB USB 3.2 Gen 2 (10Gbps), IP65 Rated, Speeds Upto 1050 MB/s, External Solid State Drive (Portable SSD) Beige (MU-PE1T0K)","<a href=""https://www.amazon.in/dp/B0BRN6CBZ5"">(Refurbished) Samsung T7 Shield 1TB USB 3.2 Gen 2 (10Gbps), IP65 Rated, Speeds Upto 1050 MB/s, External Solid State Drive (Portable SSD) Beige (MU-PE1T0K)</a>"
₹8,"₹8,344","₹1,068",128 GB,5 years,M.2,NVMe,New,"SP Silicon Power Silicon Power P34A60 128GB NVMe PCIe M.2 SSD, 3D NAND with SLC Cache, Up to 2200MB/s, M.2 2280 Internal Solid State Drive for Desktop Laptop PC Computer","<a href=""https://www.amazon.in/dp/B09HMWH1DG"">SP Silicon Power Silicon Power P34A60 128GB NVMe PCIe M.2 SSD, 3D NAND with SLC Cache, Up to 2200MB/s, M.2 2280 Internal Solid State Drive for Desktop Laptop PC Computer</a>"
₹8,"₹8,399","₹8,399",1 TB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Luxe USB Type C 1TB Flash Drive (Silver, 5Y - SDDDC4-1T00-I35)","<a href=""https://www.amazon.in/dp/B084CRPTJR"">SanDisk Ultra Dual Drive Luxe USB Type C 1TB Flash Drive (Silver, 5Y - SDDDC4-1T00-I35)</a>"
₹8,"₹8,422",₹539,64 GB,,microSD,Flash,New,Kingston Canvas Select Plus 64GB microSD Card Class 10 UHS-I speeds up to 100MB/s with Adapter (SDCS2/64GBIN),"<a href=""https://www.amazon.in/dp/B07ZGVW9L2"">Kingston Canvas Select Plus 64GB microSD Card Class 10 UHS-I speeds up to 100MB/s with Adapter (SDCS2/64GBIN)</a>"
₹8,"₹8,422",₹539,64 GB,10 years,microSD,Flash,New,"SanDisk Ultra 64GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones","<a href=""https://www.amazon.in/dp/B0BDRVFDKP"">SanDisk Ultra 64GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones</a>"
₹8,"₹8,490","₹8,490",1 TB,6 months,External,SSD,Used,"(Refurbished) Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Blue (MU-PC1T0H)","<a href=""https://www.amazon.in/dp/B096ZG4BYB"">(Refurbished) Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Blue (MU-PC1T0H)</a>"
₹8,"₹8,490","₹8,490",1 TB,6 months,External,SSD,Used,"(Refurbished) Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Red (MU-PC1T0R)","<a href=""https://www.amazon.in/dp/B09DSDDSJX"">(Refurbished) Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Red (MU-PC1T0R)</a>"
₹8,"₹8,499","₹8,499",1 TB,10 years,microSD,Flash,New,"SanDisk Ultra® microSDXC UHS-I Card, 1TB, 150MB/s R, 10 Y Warranty, for Smartphones","<a href=""https://www.amazon.in/dp/B0BHJCF3JY"">SanDisk Ultra® microSDXC UHS-I Card, 1TB, 150MB/s R, 10 Y Warranty, for Smartphones</a>"
₹8,"₹8,500","₹16,999",2 TB,5 years,External,SSD,New,"Western Digital 2TB My Passport Portable SSD, 1050MB/s R, 1000MB/s W, Upto 2 Meter Drop Protection, HW Encryption, Type-C Cable & Type-A Adaptor, for PC&Mac, Midnight Blue, 5Y Warranty, External SSD","<a href=""https://www.amazon.in/dp/B08F1MRQFD"">Western Digital 2TB My Passport Portable SSD, 1050MB/s R, 1000MB/s W, Upto 2 Meter Drop Protection, HW Encryption, Type-C Cable & Type-A Adaptor, for PC&Mac, Midnight Blue, 5Y Warranty, External SSD</a>"
₹8,"₹8,500","₹16,999",2 TB,5 years,"External 3.5""",HDD,New,"Western Digital 2TB My Passport Portable SSD, 1050MB/s R, 1000MB/s W, Upto 2 Meter Drop Protection, HW Encryption, Type-C Cable & Type-A Adaptor, for PC&Mac, Space Grey, 5Y Warranty, External SSD","<a href=""https://www.amazon.in/dp/B08F1VVBL9"">Western Digital 2TB My Passport Portable SSD, 1050MB/s R, 1000MB/s W, Upto 2 Meter Drop Protection, HW Encryption, Type-C Cable & Type-A Adaptor, for PC&Mac, Space Grey, 5Y Warranty, External SSD</a>"
₹8,"₹8,500","₹16,999",2 TB,5 years,"External 3.5""",HDD,New,"Sandisk Extreme Portable 2TB, 1050MB/s R, 1000MB/s W, 3mtr Drop Protection, IP65 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD, Black Color","<a href=""https://www.amazon.in/dp/B08HN37XC1"">Sandisk Extreme Portable 2TB, 1050MB/s R, 1000MB/s W, 3mtr Drop Protection, IP65 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD, Black Color</a>"
₹8,"₹8,500","₹16,999",2 TB,5 years,"External 3.5""",HDD,New,"Sandisk Extreme Portable 2TB, 1050MB/s R, 1000MB/s W, 3mtr Drop Protection, IP65 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD, Monterey Color","<a href=""https://www.amazon.in/dp/B0C59G53GS"">Sandisk Extreme Portable 2TB, 1050MB/s R, 1000MB/s W, 3mtr Drop Protection, IP65 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD, Monterey Color</a>"
₹8,"₹8,500","₹16,999",2 TB,5 years,"External 3.5""",HDD,New,"SanDisk Extreme Portable 2TB, 1050MB/s R, 1000MB/s W, 3mtr Drop Protection, IP65 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD, SkyBlue Color","<a href=""https://www.amazon.in/dp/B0C5SC2V95"">SanDisk Extreme Portable 2TB, 1050MB/s R, 1000MB/s W, 3mtr Drop Protection, IP65 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD, SkyBlue Color</a>"
₹8,"₹8,500","₹16,999",2 TB,3 years,External,SSD,New,"Samsung T7 2TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Blue (MU-PC2T0H)","<a href=""https://www.amazon.in/dp/B087DDGWKL"">Samsung T7 2TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Blue (MU-PC2T0H)</a>"
₹8,"₹8,500","₹16,999",2 TB,3 years,External,SSD,New,"Samsung T7 2TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Grey(MU-PC2T0T)","<a href=""https://www.amazon.in/dp/B087DFFJRD"">Samsung T7 2TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Grey(MU-PC2T0T)</a>"
₹8,"₹8,500","₹33,999",4 TB,3 years,External,SSD,New,"Samsung T7 Portable SSD, 4TB External Solid State Drive, Speeds Up to 1,050MB/s, USB 3.2 Gen 2, Reliable Storage for Gaming, Students, Professionals, MU-PC4T0T/WW, Gray","<a href=""https://www.amazon.in/dp/B0CX5C3LBQ"">Samsung T7 Portable SSD, 4TB External Solid State Drive, Speeds Up to 1,050MB/s, USB 3.2 Gen 2, Reliable Storage for Gaming, Students, Professionals, MU-PC4T0T/WW, Gray</a>"
₹9,"₹8,578",₹549,64 GB,10 years,microSD,Flash,New,"SAMSUNG EVO Plus 64GB Micro SDXC w/SD Adaptor, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC64SA/IN","<a href=""https://www.amazon.in/dp/B0CXJ5Q222"">SAMSUNG EVO Plus 64GB Micro SDXC w/SD Adaptor, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC64SA/IN</a>"
₹9,"₹8,578",₹549,64 GB,5 years,USB,Flash,New,SanDisk SDCZ430-064G-I35 Ultra Fit 3.2 64GB USB Flash Drive (Black),"<a href=""https://www.amazon.in/dp/B07CJTTW7D"">SanDisk SDCZ430-064G-I35 Ultra Fit 3.2 64GB USB Flash Drive (Black)</a>"
₹9,"₹8,586","₹1,099",128 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)","<a href=""https://www.amazon.in/dp/B084PJSSQ1"">SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)</a>"
₹9,"₹8,586","₹1,099",128 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive Go USB Type- C, Lavender, India, 400MB/s 128GB, Mobile Pendrive","<a href=""https://www.amazon.in/dp/B0CNR644Y8"">SanDisk Ultra Dual Drive Go USB Type- C, Lavender, India, 400MB/s 128GB, Mobile Pendrive</a>"
₹9,"₹8,690","₹8,690",1 TB,5 years,M.2,NVMe,New,"WD_Black™ SN850X NVMe™ SSD Gaming Storage, 1TB","<a href=""https://www.amazon.in/dp/B0B7CKVCCV"">WD_Black™ SN850X NVMe™ SSD Gaming Storage, 1TB</a>"
₹9,"₹8,700","₹17,399",2 TB,,External,SSD,New,EVM Elite EnSave Pro External SSD 2TB with 2000 Mb/s Read & 1800 Write - Smallest Portable SSD - USB 3.2 Gen 2x2 USB-C - 10 Years Warranty (EPSSDPro/2T),"<a href=""https://www.amazon.in/dp/B0CNKM4Z75"">EVM Elite EnSave Pro External SSD 2TB with 2000 Mb/s Read & 1800 Write - Smallest Portable SSD - USB 3.2 Gen 2x2 USB-C - 10 Years Warranty (EPSSDPro/2T)</a>"
₹9,"₹8,750","₹17,499",2 TB,5 years,M.2,NVMe,New,"WD_Black SN850X NVMe™ SSD Gaming Storage with Heatsink, 2TB","<a href=""https://www.amazon.in/dp/B0B7CKZGN6"">WD_Black SN850X NVMe™ SSD Gaming Storage with Heatsink, 2TB</a>"
₹9,"₹8,750","₹34,999",4 TB,3 years,External,SSD,New,"Samsung T7 Shield Portable SSD 4TB USB 3.2 Gen2 External SSD, Black, Up to 1,050MB/s, Rugged, IP65 Water & Dust Resistant, for Photographers, Content Creators and Gaming, Mac Compatible, MU-PE4T0S","<a href=""https://www.amazon.in/dp/B0BXBSYTZR"">Samsung T7 Shield Portable SSD 4TB USB 3.2 Gen2 External SSD, Black, Up to 1,050MB/s, Rugged, IP65 Water & Dust Resistant, for Photographers, Content Creators and Gaming, Mac Compatible, MU-PE4T0S</a>"
₹9,"₹8,785","₹2,249",256 GB,2 years,microSD,Flash,New,"SanDisk 256GB High Endurance Video microSDXC Card with Adapter for Dash Cam and Home Monitoring Surveillance Systems - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQNR-256G-GN6IA","<a href=""https://www.amazon.in/dp/B07P4HBRMV"">SanDisk 256GB High Endurance Video microSDXC Card with Adapter for Dash Cam and Home Monitoring Surveillance Systems - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQNR-256G-GN6IA</a>"
₹9,"₹8,844","₹17,687",2 TB,5 years,M.2,NVMe,New,"Corsair MP600 PRO LPX 2TB M.2 NVMe PCIe x4 Gen4 SSD - Optimized for PS5 (Up to 7,100MB/sec Sequential Read & 5,800MB/sec Sequential Write Speeds, High-Speed Interface, Compact Form Factor) White","<a href=""https://www.amazon.in/dp/B0BWYWN6NG"">Corsair MP600 PRO LPX 2TB M.2 NVMe PCIe x4 Gen4 SSD - Optimized for PS5 (Up to 7,100MB/sec Sequential Read & 5,800MB/sec Sequential Write Speeds, High-Speed Interface, Compact Form Factor) White</a>"
₹9,"₹8,920","₹1,142",128 GB,1 year,SD,Flash,New,"Amazon Basics 128GB SDXC UHS-I Memory Card| 90 MB/s | C10, U3, V30","<a href=""https://www.amazon.in/dp/B0BXF9TYXD"">Amazon Basics 128GB SDXC UHS-I Memory Card| 90 MB/s | C10, U3, V30</a>"
₹9,"₹8,999","₹8,999",1 TB,10 years,microSD,Flash,New,"SAMSUNG EVO Plus w/SD Adaptor 1TB Micro SDXC, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC1T0SA/IN","<a href=""https://www.amazon.in/dp/B0CXHRYW39"">SAMSUNG EVO Plus w/SD Adaptor 1TB Micro SDXC, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC1T0SA/IN</a>"
₹9,"₹9,000","₹35,999",4 TB,5 years,External,SSD,New,"SanDisk 4TB Extreme Pro Portable SSD 2000MB/s R/ W, Upto 3 meter drop protection with IP65 water and dust resistance, Metal Enclosure, PC, MAC & TypeC Smartphone Compatible, 5Y Warranty,External SSD","<a href=""https://www.amazon.in/dp/B08RX3343D"">SanDisk 4TB Extreme Pro Portable SSD 2000MB/s R/ W, Upto 3 meter drop protection with IP65 water and dust resistance, Metal Enclosure, PC, MAC & TypeC Smartphone Compatible, 5Y Warranty,External SSD</a>"
₹9,"₹9,047",₹579,64 GB,,microSD,Flash,New,Transcend USD300S A1 64GB UHS-I U1 Class 10 Micro SD Memory Card up to 100/20 MB/s (TS64GUSD300S),"<a href=""https://www.amazon.in/dp/B07BSS16NR"">Transcend USD300S A1 64GB UHS-I U1 Class 10 Micro SD Memory Card up to 100/20 MB/s (TS64GUSD300S)</a>"
₹9,"₹9,298","₹4,649",500 GB,5 years,"Internal 2.5""",HDD,New,Crucial MX500 500GB 6.35 cm (2.5-inch) SSD,"<a href=""https://www.amazon.in/dp/B0786QNS9B"">Crucial MX500 500GB 6.35 cm (2.5-inch) SSD</a>"
₹9,"₹9,299","₹9,299",1 TB,3 years,SD,Flash,New,"Transcend 300S 1TB SD Card, SDXC, C10, UHS-I U3, V30, 3D NAND Flash, Five-Year Limited Warranty - TS1TSDC300S","<a href=""https://www.amazon.in/dp/B09XR6SDWK"">Transcend 300S 1TB SD Card, SDXC, C10, UHS-I U3, V30, 3D NAND Flash, Five-Year Limited Warranty - TS1TSDC300S</a>"
₹9,"₹9,359",₹599,64 GB,5 years,microSD,Flash,New,"LinkMore 64GB Lite Micro SD Card, A2, UHS-I, U3, V30, Class 10 Compatible, Max Sequential Read up to 100MB/s, Max Sequential Write up to 30MB/s, SD Adapter Included","<a href=""https://www.amazon.in/dp/B0CNVCRMHD"">LinkMore 64GB Lite Micro SD Card, A2, UHS-I, U3, V30, Class 10 Compatible, Max Sequential Read up to 100MB/s, Max Sequential Write up to 30MB/s, SD Adapter Included</a>"
₹9,"₹9,367","₹1,199",128 GB,,microSD,Flash,New,"SanDisk Extreme 128GB microSDXC UHS-I, V30, 190MB/s Read,90MB/s Write, Memory Card for 4K Video on Smartphones, Action Cams and Drones","<a href=""https://www.amazon.in/dp/B0B2DD66GS"">SanDisk Extreme 128GB microSDXC UHS-I, V30, 190MB/s Read,90MB/s Write, Memory Card for 4K Video on Smartphones, Action Cams and Drones</a>"
₹9,"₹9,373","₹4,799",512 GB,10 years,microSD,Flash,New,"SAMSUNG PRO Plus microSD Memory Card + Adapter, 512GB MicroSDXC, Up to 180 MB/s, Full HD & 4K UHD, UHS-I, C10, U3, V30, A2 for Android Phones, Tablets, Action Camera, Drone, MB-MD512SA/APC","<a href=""https://www.amazon.in/dp/B0C7KQ3CN3"">SAMSUNG PRO Plus microSD Memory Card + Adapter, 512GB MicroSDXC, Up to 180 MB/s, Full HD & 4K UHD, UHS-I, C10, U3, V30, A2 for Android Phones, Tablets, Action Camera, Drone, MB-MD512SA/APC</a>"
₹9,"₹9,410","₹2,409",256 GB,3 years,SD,Flash,New,Western Digital WD Purple 256GB Surveillance and Security Camera Memory Card for CCTV & WiFi Cameras (WDD256G1P0C),"<a href=""https://www.amazon.in/dp/B088CDXSMR"">Western Digital WD Purple 256GB Surveillance and Security Camera Memory Card for CCTV & WiFi Cameras (WDD256G1P0C)</a>"
₹9,"₹9,438","₹2,265",240 GB,3 years,Internal,SSD,New,Kingston SSDNow A400 240GB Internal Solid State Drive (SA400S37/240GIN),"<a href=""https://www.amazon.in/dp/B079TH8YZQ"">Kingston SSDNow A400 240GB Internal Solid State Drive (SA400S37/240GIN)</a>"
₹9,"₹9,499","₹9,499",1 TB,3 years,External,SSD,New,"Samsung T7 1TB, Portable SSD, up to 1050MB/s, USB 3.2 Gen2 + 2mo Adobe CC Photography, Gaming, Students & Professionals, External Solid State Drive (MU-PC1T0H), Blue","<a href=""https://www.amazon.in/dp/B087DF1L2J"">Samsung T7 1TB, Portable SSD, up to 1050MB/s, USB 3.2 Gen2 + 2mo Adobe CC Photography, Gaming, Students & Professionals, External Solid State Drive (MU-PC1T0H), Blue</a>"
₹9,"₹9,499","₹9,499",1 TB,3 years,External,SSD,New,"Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Grey(MU-PC1T0T)","<a href=""https://www.amazon.in/dp/B087DFLF9S"">Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Grey(MU-PC1T0T)</a>"
₹9,"₹9,499","₹9,499",1 TB,,microSD,Flash,New,"SanDisk Extreme 1TB microSDXC UHS-I, V30, 190MB/s Read, 130MB/s Write, Memory Card for 4K Video on Smartphones, Action Cams and Drones","<a href=""https://www.amazon.in/dp/B0B2DCT1MP"">SanDisk Extreme 1TB microSDXC UHS-I, V30, 190MB/s Read, 130MB/s Write, Memory Card for 4K Video on Smartphones, Action Cams and Drones</a>"
₹10,"₹9,568","₹4,899",512 GB,3 years,External,SSD,New,"amazon basics Portable SSD 512GB, Upto 2000MB/s, External SSD, USB 3.2 Gen 2x2, USB-C","<a href=""https://www.amazon.in/dp/B0B9XVLZ6K"">amazon basics Portable SSD 512GB, Upto 2000MB/s, External SSD, USB 3.2 Gen 2x2, USB-C</a>"
₹10,"₹9,570","₹4,900",512 GB,3 years,Internal,SSD,New,HP P900 512GB Portable SSD Black - 848U3AA,"<a href=""https://www.amazon.in/dp/B0DMW164HH"">HP P900 512GB Portable SSD Black - 848U3AA</a>"
₹10,"₹9,666","₹4,949",512 GB,3 years,SD,Flash,New,Western Digital WD Purple 512GB Surveillance and Security Camera Memory Card for CCTV & WiFi Cameras (WDD512G1P0C),"<a href=""https://www.amazon.in/dp/B088CF7KV2"">Western Digital WD Purple 512GB Surveillance and Security Camera Memory Card for CCTV & WiFi Cameras (WDD512G1P0C)</a>"
₹10,"₹9,672",₹619,64 GB,2 years,microSD,Flash,New,"HP Micro SD Card 64GB with Adapter U3 (Write Speed 60MB/s & Read Speed 100 MB/s Records 4K UHD and Fill HD Video, Purple)","<a href=""https://www.amazon.in/dp/B07SFZP6TD"">HP Micro SD Card 64GB with Adapter U3 (Write Speed 60MB/s & Read Speed 100 MB/s Records 4K UHD and Fill HD Video, Purple)</a>"
₹10,"₹9,680","₹1,239",128 GB,3 years,SD,Flash,New,Western Digital WD Purple 128GB Surveillance and Security Camera Memory Card for CCTV & WiFi Cameras (WDD0128G1P0C),"<a href=""https://www.amazon.in/dp/B088CD4Z1Z"">Western Digital WD Purple 128GB Surveillance and Security Camera Memory Card for CCTV & WiFi Cameras (WDD0128G1P0C)</a>"
