Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
₹5,"₹4,590","₹1,175",256 GB,,Internal,SSD,New,Hikvision Internal SSD 256 GB 3D NAND 2.5 Inch SATA III (R/W Speed up to 550/500 MB/s),"<a href=""https://www.amazon.in/dp/B086F4ZY8L"">Hikvision Internal SSD 256 GB 3D NAND 2.5 Inch SATA III (R/W Speed up to 550/500 MB/s)</a>"
₹5,"₹4,599","₹4,599",1 TB,,M.2,NVMe,New,"ORICO NVMe SSD 1TB M.2 with Heatsink, PCIe Gen3x4 2280 Internal Solid State Drive, SLC Cache 3D NAND, Up to 3100MB/s, Compatible with Laptop and PC Desktops -J10","<a href=""https://www.amazon.in/dp/B0CWQ7TK7Q"">ORICO NVMe SSD 1TB M.2 with Heatsink, PCIe Gen3x4 2280 Internal Solid State Drive, SLC Cache 3D NAND, Up to 3100MB/s, Compatible with Laptop and PC Desktops -J10</a>"
₹5,"₹4,650","₹9,299",2 TB,3 years,"External 3.5""",HDD,New,"Seagate Ultra Touch HDD 2TB External Hard Drive, Cloud White, USB-C Compatibility with PC, Mac, and Chromebook, 6month Dropbox and Mylio Included, Rescue Services (STMA2000400)","<a href=""https://www.amazon.in/dp/B0BN4B4L54"">Seagate Ultra Touch HDD 2TB External Hard Drive, Cloud White, USB-C Compatibility with PC, Mac, and Chromebook, 6month Dropbox and Mylio Included, Rescue Services (STMA2000400)</a>"
₹5,"₹4,684","₹1,199",256 GB,5 years,Internal,SSD,New,EVM 256GB 2.5-Inch SATA Internal SSD - 550MB/s Read & 500MB/s Write - 5-Year Warranty (EVM25/256GB),"<a href=""https://www.amazon.in/dp/B09W339PD1"">EVM 256GB 2.5-Inch SATA Internal SSD - 550MB/s Read & 500MB/s Write - 5-Year Warranty (EVM25/256GB)</a>"
₹5,"₹4,700","₹9,400",2 TB,,"External 3.5""",HDD,New,"LaCie Rugged Mini 2TB External Hard Drive Portable HDD USB 3.0 USB 2.0 Compatible, Drop Shock Dust Rain Resistant Shuttle Drive, for Mac and PC Computer Desktop Workstation PC Laptop (LAC9000298)","<a href=""https://www.amazon.in/dp/B01A9E8FAS"">LaCie Rugged Mini 2TB External Hard Drive Portable HDD USB 3.0 USB 2.0 Compatible, Drop Shock Dust Rain Resistant Shuttle Drive, for Mac and PC Computer Desktop Workstation PC Laptop (LAC9000298)</a>"
₹5,"₹4,730","₹2,365",500 GB,3 years,Internal,SSD,New,Crucial BX500 500GB 2.5-inch SATA 3D NAND Internal SSD Upto 550 MB/s,"<a href=""https://www.amazon.in/dp/B0B9BL9T4H"">Crucial BX500 500GB 2.5-inch SATA 3D NAND Internal SSD Upto 550 MB/s</a>"
₹5,"₹4,750","₹18,999",4 TB,5 years,"External 3.5""",HDD,New,"LaCie d2 Professional 4TB External Hard Drive Desktop HDD USB-C USB 3.1 Gen 2, 7200 RPM Enterprise Class Drives, for Mac and PC Desktop, 5-Year Data Recovery Services & 1mo Adobe CC (STHA4000800)","<a href=""https://www.amazon.in/dp/B07FDRK895"">LaCie d2 Professional 4TB External Hard Drive Desktop HDD USB-C USB 3.1 Gen 2, 7200 RPM Enterprise Class Drives, for Mac and PC Desktop, 5-Year Data Recovery Services & 1mo Adobe CC (STHA4000800)</a>"
₹5,"₹4,762","₹1,219",256 GB,3 years,Internal,SSD,New,"Ant Esports 690 Neo Sata 2.5"" 256GB Internal Solid State Drive/SSD with SATA III Interface, 6Gb/s, Fast Performance, Read/Write - 500/400 MB/s, Quad Channel Controller compatible with PC and LAPTOP","<a href=""https://www.amazon.in/dp/B09PHH7W8R"">Ant Esports 690 Neo Sata 2.5"" 256GB Internal Solid State Drive/SSD with SATA III Interface, 6Gb/s, Fast Performance, Read/Write - 500/400 MB/s, Quad Channel Controller compatible with PC and LAPTOP</a>"
₹5,"₹4,790","₹2,299",480 GB,3 years,Internal,SSD,New,"KIOXIA Former Toshiba Memory EXCERIA SATA SSD 480GB - 2.5 inches, 7 mm SATA, Equipped with BiCS Flash TLC, Japanese Brand","<a href=""https://www.amazon.in/dp/B087CPLWKP"">KIOXIA Former Toshiba Memory EXCERIA SATA SSD 480GB - 2.5 inches, 7 mm SATA, Equipped with BiCS Flash TLC, Japanese Brand</a>"
₹5,"₹4,799","₹4,799",1 TB,5 years,M.2,NVMe,New,"XPG Adata SX8200 Pro M.2 NVME 1TB PCIe Gen3x4 2280 Internal Solid State Drive/SSD, Read/Write Speed up to 3500/3000 MB/s - ASX8200PNP-1TT-C Compatible with PC and Laptop","<a href=""https://www.amazon.in/dp/B07K1J3C23"">XPG Adata SX8200 Pro M.2 NVME 1TB PCIe Gen3x4 2280 Internal Solid State Drive/SSD, Read/Write Speed up to 3500/3000 MB/s - ASX8200PNP-1TT-C Compatible with PC and Laptop</a>"
₹5,"₹4,842","₹2,479",512 GB,3 years,Internal,SSD,New,"Ant Esports 690 Neo Sata 2.5"" 512GB Internal Solid State Drive/SSD with SATA III Interface, 6Gb/s, Fast Performance, Read/Write - 520/450 MB/s, Quad Channel Controller compatible with PC and LAPTOP","<a href=""https://www.amazon.in/dp/B09PH9JL3K"">Ant Esports 690 Neo Sata 2.5"" 512GB Internal Solid State Drive/SSD with SATA III Interface, 6Gb/s, Fast Performance, Read/Write - 520/450 MB/s, Quad Channel Controller compatible with PC and LAPTOP</a>"
₹5,"₹4,863","₹1,245",256 GB,5 years,Internal,SSD,New,Consistent CTSSD256S6- SSD 256GB with 5 Years Replacement Warranty,"<a href=""https://www.amazon.in/dp/B0BVB1Z1L6"">Consistent CTSSD256S6- SSD 256GB with 5 Years Replacement Warranty</a>"
₹5,"₹4,891","₹4,695",960 GB,3 years,Internal,SSD,New,"KIOXIA Former Toshiba Memory EXCERIA SATA SSD 960GB - 2.5 inches, 7 mm SATA, Equipped with BiCS Flash TLC, Japanese Brand","<a href=""https://www.amazon.in/dp/B087CPLJHX"">KIOXIA Former Toshiba Memory EXCERIA SATA SSD 960GB - 2.5 inches, 7 mm SATA, Equipped with BiCS Flash TLC, Japanese Brand</a>"
₹5,"₹4,898","₹4,898",1 TB,3 years,"External 3.5""",HDD,New,"TOSHIBA Canvio Ready 1TB Portable External HDD - USB3.0 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black","<a href=""https://www.amazon.in/dp/B08X4RD5N1"">TOSHIBA Canvio Ready 1TB Portable External HDD - USB3.0 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black</a>"
₹5,"₹4,899","₹4,899",1 TB,3 years,"External 3.5""",HDD,New,"Toshiba Canvio Basics 1TB Portable External HDD - USB 3.2 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black","<a href=""https://www.amazon.in/dp/B07DNQHPND"">Toshiba Canvio Basics 1TB Portable External HDD - USB 3.2 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black</a>"
₹5,"₹4,899","₹4,899",1 TB,5 years,M.2,NVMe,New,"Crucial P3 1TB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT1000P3SSD8","<a href=""https://www.amazon.in/dp/B0B25LZGGW"">Crucial P3 1TB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT1000P3SSD8</a>"
₹5,"₹4,950","₹9,899",2 TB,5 years,M.2,NVMe,New,EVM N500 Gen 4 NVMe (2280) 2TB Internal SSD - 7000MB/s Read Speed - PCIe Interface 4x4 - Gaming & Heavy Performace Workstations - 5 Year Warranty (EVMNV/2TB),"<a href=""https://www.amazon.in/dp/B0CFXPB6KK"">EVM N500 Gen 4 NVMe (2280) 2TB Internal SSD - 7000MB/s Read Speed - PCIe Interface 4x4 - Gaming & Heavy Performace Workstations - 5 Year Warranty (EVMNV/2TB)</a>"
₹5,"₹4,951","₹4,951",1 TB,3 years,"Internal 3.5""",HDD,New,"Seagate Skyhawk 1 TB Surveillance Internal Hard Drive HDD, 3.5 Inches SATA 6 Gb/s 64 MB Cache for DVR NVR Security Camera System (ST1000VX005)","<a href=""https://www.amazon.in/dp/B01LOOJ8R6"">Seagate Skyhawk 1 TB Surveillance Internal Hard Drive HDD, 3.5 Inches SATA 6 Gb/s 64 MB Cache for DVR NVR Security Camera System (ST1000VX005)</a>"
₹5,"₹4,998","₹2,399",480 GB,3 years,Internal,SSD,New,"Western Digital WD Green SATA 480GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS480G3G0A)","<a href=""https://www.amazon.in/dp/B09TN1VKZL"">Western Digital WD Green SATA 480GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS480G3G0A)</a>"
₹5,"₹5,000","₹9,999",2 TB,,M.2,NVMe,New,"ORICO 2TB NVMe SSD PCIe 4.0- Up to 7000MB/s, M.2 SSD 2280 PCIe 4.0X4 Internal Solid State Drive SSD, Fast Heat Dissipation, Compatible with macOS Windows for Gamers and Creators-O7000 (2TB)","<a href=""https://www.amazon.in/dp/B0CQM3HG5S"">ORICO 2TB NVMe SSD PCIe 4.0- Up to 7000MB/s, M.2 SSD 2280 PCIe 4.0X4 Internal Solid State Drive SSD, Fast Heat Dissipation, Compatible with macOS Windows for Gamers and Creators-O7000 (2TB)</a>"
₹5,"₹5,011","₹5,011",1 TB,,Internal,SSD,New,Crucial BX500 1TB 3D NAND SATA 6.35 cm (2.5-Inch) Internal SSD - CT1000BX500SSD1,"<a href=""https://www.amazon.in/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 6.35 cm (2.5-Inch) Internal SSD - CT1000BX500SSD1</a>"
₹5,"₹5,059","₹1,295",256 GB,5 years,Internal,SSD,New,"GEONIX SATA 2.5"" 256GB Internal Solid State Drive6Gb/s | Fast Performance | Read/Write Speed Upto - 570/500 MB/s | Quad Channel Controller Compatible with PC and Laptop | 5 Years Warranty.","<a href=""https://www.amazon.in/dp/B09TW9SH67"">GEONIX SATA 2.5"" 256GB Internal Solid State Drive6Gb/s | Fast Performance | Read/Write Speed Upto - 570/500 MB/s | Quad Channel Controller Compatible with PC and Laptop | 5 Years Warranty.</a>"
₹5,"₹5,074","₹1,299",256 GB,3 years,M.2,NVMe,New,"ZEBRONICS ZEB-MN26 256GB M.2 NVMe Solid State Drive (SSD), with 1900MB/s Read Speed, PCIe Gen 3.0, Next Level Performance, Ultra Low Power Consumption, Thermal Management and Silent Operation.","<a href=""https://www.amazon.in/dp/B09G3GNQHL"">ZEBRONICS ZEB-MN26 256GB M.2 NVMe Solid State Drive (SSD), with 1900MB/s Read Speed, PCIe Gen 3.0, Next Level Performance, Ultra Low Power Consumption, Thermal Management and Silent Operation.</a>"
₹5,"₹5,099","₹5,099",1 TB,3 years,"External 3.5""",HDD,New,"TOSHIBA Canvio Advance 1TB Portable External HDD, USB3.0 for PC Laptop Windows and Mac. 3 Years Warranty. External Hard Drive - Red","<a href=""https://www.amazon.in/dp/B08XYXVRTF"">TOSHIBA Canvio Advance 1TB Portable External HDD, USB3.0 for PC Laptop Windows and Mac. 3 Years Warranty. External Hard Drive - Red</a>"
₹5,"₹5,099","₹5,099",1 TB,3 years,"External 3.5""",HDD,New,"TOSHIBA Canvio Advance 1TB Portable External HDD, USB3.0 for PC Laptop Windows and Mac. 3 Years Warranty. External Hard Drive - Black","<a href=""https://www.amazon.in/dp/B08XYYCTDM"">TOSHIBA Canvio Advance 1TB Portable External HDD, USB3.0 for PC Laptop Windows and Mac. 3 Years Warranty. External Hard Drive - Black</a>"
₹5,"₹5,099","₹5,099",1 TB,3 years,Internal,SSD,New,"Western Digital WD Green SATA 1TB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS100T3G0A)","<a href=""https://www.amazon.in/dp/B09JQMGHDW"">Western Digital WD Green SATA 1TB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS100T3G0A)</a>"
₹5,"₹5,102","₹2,449",480 GB,3 years,M.2,SATA,New,"Western Digital WD Green M.2 480GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS480G3G0B)","<a href=""https://www.amazon.in/dp/B09TMWHKGF"">Western Digital WD Green M.2 480GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS480G3G0B)</a>"
₹5,"₹5,149","₹5,149",1 TB,3 years,"External 3.5""",HDD,New,Seagate Portable 1TB External HDD USB 3.0 for PC Laptop and Mac (STGX1000400),"<a href=""https://www.amazon.in/dp/B07DQ5ZH1D"">Seagate Portable 1TB External HDD USB 3.0 for PC Laptop and Mac (STGX1000400)</a>"
₹5,"₹5,149","₹5,149",1 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)","<a href=""https://www.amazon.in/dp/B08ZJDWTJ1"">Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)</a>"
₹5,"₹5,300","₹10,599",2 TB,3 years,External,SSD,New,"SP Silicon Power Silicon Power 2TB Portable SSD, Compact Pocket-Size USB 3.2 Gen 2 External Solid State Drive, Up to 540MB/s, PC60 Series","<a href=""https://www.amazon.in/dp/B0BX6JNY5L"">SP Silicon Power Silicon Power 2TB Portable SSD, Compact Pocket-Size USB 3.2 Gen 2 External Solid State Drive, Up to 540MB/s, PC60 Series</a>"
₹5,"₹5,345","₹5,345",1 TB,,M.2,NVMe,New,"Crucial P3 Plus 1TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 5000MB/s - CT1000P3PSSD8","<a href=""https://www.amazon.in/dp/B0B25NXWC7"">Crucial P3 Plus 1TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 5000MB/s - CT1000P3PSSD8</a>"
₹5,"₹5,399","₹5,399",1 TB,5 years,M.2,NVMe,New,"Western Digital WD Blue SN580 NVMe 1TB, Upto 4150MB/s, 5 Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Internal Solid State Drive (SSD) (WDS100T3B0E)","<a href=""https://www.amazon.in/dp/B0C8XMH264"">Western Digital WD Blue SN580 NVMe 1TB, Upto 4150MB/s, 5 Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Internal Solid State Drive (SSD) (WDS100T3B0E)</a>"
₹5,"₹5,399","₹5,399",1 TB,3 years,"External 3.5""",HDD,New,"Western Digital WD 1TB Elements Portable Hard Disk Drive, USB 3.0, Compatible with PC, PS4 and Xbox, External HDD (WDBHHG0010BBK-EESN)","<a href=""https://www.amazon.in/dp/B00PYKLKCS"">Western Digital WD 1TB Elements Portable Hard Disk Drive, USB 3.0, Compatible with PC, PS4 and Xbox, External HDD (WDBHHG0010BBK-EESN)</a>"
₹5,"₹5,399","₹5,399",1 TB,3 years,"External 3.5""",HDD,New,"Seagate One Touch 1TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 6 Months Mylio Create Plan and Dropbox Backup Plan (STKY1000402)","<a href=""https://www.amazon.in/dp/B094R15QT3"">Seagate One Touch 1TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 6 Months Mylio Create Plan and Dropbox Backup Plan (STKY1000402)</a>"
₹5,"₹5,422","₹1,388",256 GB,5 years,microSD,Flash,New,"LinkMore XV13 256GB MicroSD Memory Card, MicroSDXC A1 UHS-I U3 V30 Class 10, Read Up to 95MB/s, Write Up to 65MB/s, SD Adapter Included","<a href=""https://www.amazon.in/dp/B0BGNK29GZ"">LinkMore XV13 256GB MicroSD Memory Card, MicroSDXC A1 UHS-I U3 V30 Class 10, Read Up to 95MB/s, Write Up to 65MB/s, SD Adapter Included</a>"
₹5,"₹5,460","₹5,460",1 TB,3 years,"Internal 3.5""",HDD,New,TOSHIBA S300 1TB 3.5 inch Surveillance Internal Hard Drive – SATA 6 Gb/s 5700 RPM 64 MB Cache,"<a href=""https://www.amazon.in/dp/B08Z41H1Q5"">TOSHIBA S300 1TB 3.5 inch Surveillance Internal Hard Drive – SATA 6 Gb/s 5700 RPM 64 MB Cache</a>"
₹5,"₹5,461",₹699,128 GB,3 years,"Internal 2.5""",HDD,New,"FRONTECH 128GB Internal SSD, 2.5 SATA3, TLC+SMI, Low Energy Consumption, Ultra Fast with Read/Write Speed Upto 500/480 Mbps, (SSD-0054, Black)","<a href=""https://www.amazon.in/dp/B0DGV4STFK"">FRONTECH 128GB Internal SSD, 2.5 SATA3, TLC+SMI, Low Energy Consumption, Ultra Fast with Read/Write Speed Upto 500/480 Mbps, (SSD-0054, Black)</a>"
₹5,"₹5,499","₹5,499",1 TB,3 years,"External 3.5""",HDD,New,"TOSHIBA Canvio Flex 1TB Portable External HDD, USB-C® USB3.0 for Mac, Windows PC, Laptop and Tablet. 3 Years Warranty. External Hard Drive - Silver","<a href=""https://www.amazon.in/dp/B08NVPVC3Q"">TOSHIBA Canvio Flex 1TB Portable External HDD, USB-C® USB3.0 for Mac, Windows PC, Laptop and Tablet. 3 Years Warranty. External Hard Drive - Silver</a>"
₹5,"₹5,499","₹5,499",1 TB,3 years,"External 3.5""",HDD,New,"Seagate One Touch 1TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 6 Months Mylio Create Plan and Dropbox Backup Plan (STKY1000400)","<a href=""https://www.amazon.in/dp/B094R1T4GS"">Seagate One Touch 1TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 6 Months Mylio Create Plan and Dropbox Backup Plan (STKY1000400)</a>"
₹6,"₹5,520","₹11,039",2 TB,,M.2,NVMe,New,"Crucial P3 Plus 2TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 5000MB/s - CT2000P3PSSD8","<a href=""https://www.amazon.in/dp/B0B25ML2FH"">Crucial P3 Plus 2TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 5000MB/s - CT2000P3PSSD8</a>"
₹6,"₹5,599","₹5,599",1 TB,3 years,"External 3.5""",HDD,New,"Western Digital WD 1TB My Passport Portable Hard Disk Drive, USB 3.0 with Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black","<a href=""https://www.amazon.in/dp/B07VTWX8MN"">Western Digital WD 1TB My Passport Portable Hard Disk Drive, USB 3.0 with Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black</a>"
₹6,"₹5,599","₹5,599",1 TB,3 years,"External 3.5""",HDD,New,"Seagate One Touch 1TB External HDD with Password Protection Silver, for Windows and Mac, with 3 yr Data Recovery Services, (STKY1000401)","<a href=""https://www.amazon.in/dp/B094QYJJGX"">Seagate One Touch 1TB External HDD with Password Protection Silver, for Windows and Mac, with 3 yr Data Recovery Services, (STKY1000401)</a>"
₹6,"₹5,599","₹5,599",1 TB,2 years,"Internal 2.5""",HDD,New,"Seagate Barracuda 1TB Internal Hard Drive HDD 2.5 Inch (6.35 cm) SATA 6 Gb/s, 5400 RPM, 128MB Cache for Computer Desktop PC (ST1000LM048)","<a href=""https://www.amazon.in/dp/B01LY3Q201"">Seagate Barracuda 1TB Internal Hard Drive HDD 2.5 Inch (6.35 cm) SATA 6 Gb/s, 5400 RPM, 128MB Cache for Computer Desktop PC (ST1000LM048)</a>"
₹6,"₹5,640","₹22,559",4 TB,,M.2,NVMe,New,"Crucial P3 Plus 4TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 4800MB/s - CT4000P3PSSD8","<a href=""https://www.amazon.in/dp/B0B25M8FXX"">Crucial P3 Plus 4TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 4800MB/s - CT4000P3PSSD8</a>"
₹6,"₹5,665","₹11,330",2 TB,3 years,Internal,SSD,New,Crucial BX500 2TB 3D NAND SATA 8.89 cm (2.5-Inch) Internal SSD - CT2000BX500SSD1,"<a href=""https://www.amazon.in/dp/B07YD5F561"">Crucial BX500 2TB 3D NAND SATA 8.89 cm (2.5-Inch) Internal SSD - CT2000BX500SSD1</a>"
₹6,"₹5,695",₹729,128 GB,5 years,Internal,SSD,New,Consistent SSD 128GB 2.5 Inch SATA Internal SSD - Read: 550MB/s & Write: 500MB/s - Solid-State Drive 5 Year Warranty,"<a href=""https://www.amazon.in/dp/B08W369FLH"">Consistent SSD 128GB 2.5 Inch SATA Internal SSD - Read: 550MB/s & Write: 500MB/s - Solid-State Drive 5 Year Warranty</a>"
₹6,"₹5,699","₹5,699",1 TB,5 years,M.2,NVMe,New,"Western Digital WD Black SN770 NVMe 1TB, Upto 5150MB/s, 5Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Gaming Storage, Internal Solid State Drive (SSD) (WDS100T3X0E)","<a href=""https://www.amazon.in/dp/B09QV692XY"">Western Digital WD Black SN770 NVMe 1TB, Upto 5150MB/s, 5Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Gaming Storage, Internal Solid State Drive (SSD) (WDS100T3X0E)</a>"
₹6,"₹5,700","₹11,399",2 TB,5 years,M.2,NVMe,New,"Western Digital WD Blue SN580 NVMe 2TB, Upto 4150MB/s, 5 Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Internal Solid State Drive (SSD) (WDS200T3B0E)","<a href=""https://www.amazon.in/dp/B0C8WPRM9T"">Western Digital WD Blue SN580 NVMe 2TB, Upto 4150MB/s, 5 Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Internal Solid State Drive (SSD) (WDS200T3B0E)</a>"
₹6,"₹5,731","₹5,731",1 TB,5 years,M.2,NVMe,New,"ADATA Legend 960 1TB PCIe Gen4 x4 NVMe 1.4 M.2 2280 Solid State Drive/SSD, Speed Up to 7400 MB/s Read and 6800 MB/s Write - ALEG-960-1TCS","<a href=""https://www.amazon.in/dp/B0BBZHGZ2W"">ADATA Legend 960 1TB PCIe Gen4 x4 NVMe 1.4 M.2 2280 Solid State Drive/SSD, Speed Up to 7400 MB/s Read and 6800 MB/s Write - ALEG-960-1TCS</a>"
₹6,"₹5,750","₹1,472",256 GB,,Internal,SSD,New,Foxin 256 GB PRO SSD | Hard Disk with 3D NAND Technology & 2.5 Inch SATA III 6GB/S Speed with 5 Years Limited Warranty,"<a href=""https://www.amazon.in/dp/B09FQ4H6BD"">Foxin 256 GB PRO SSD | Hard Disk with 3D NAND Technology & 2.5 Inch SATA III 6GB/S Speed with 5 Years Limited Warranty</a>"
₹6,"₹5,758",₹737,128 GB,5 years,microSD,Flash,New,"SP Silicon Power Silicon Power 128GB microSDXC UHS-I Micro SD Card with Adapter, Up to 100MB/s Read, Class 10 U1 V10 A1 Full HD Video microSD Memory Card, Elite Series","<a href=""https://www.amazon.in/dp/B08FTDTHPJ"">SP Silicon Power Silicon Power 128GB microSDXC UHS-I Micro SD Card with Adapter, Up to 100MB/s Read, Class 10 U1 V10 A1 Full HD Video microSD Memory Card, Elite Series</a>"
₹6,"₹5,760","₹2,880",500 GB,3 years,M.2,NVMe,New,"Western Digital Green Sn350 Pcie Gen 3 Nvme Ssd, 500Gb","<a href=""https://www.amazon.in/dp/B0BXVVYCRN"">Western Digital Green Sn350 Pcie Gen 3 Nvme Ssd, 500Gb</a>"
₹6,"₹5,773",₹739,128 GB,5 years,Internal,SSD,New,"Consistent 128GB M.2 SATA 2280, with 520MB/s Read Speed, PCIe Gen 3.0, 5 Years Warranty (CTM2S128S6)","<a href=""https://www.amazon.in/dp/B0C9HY498B"">Consistent 128GB M.2 SATA 2280, with 520MB/s Read Speed, PCIe Gen 3.0, 5 Years Warranty (CTM2S128S6)</a>"
₹6,"₹5,800","₹2,900",500 GB,,M.2,NVMe,New,"Crucial P3 Plus 500GB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 4700MB/s - CT500P3PSSD8","<a href=""https://www.amazon.in/dp/B0B25NTRGD"">Crucial P3 Plus 500GB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 4700MB/s - CT500P3PSSD8</a>"
₹6,"₹5,800","₹2,900",500 GB,5 years,M.2,NVMe,New,"Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8","<a href=""https://www.amazon.in/dp/B0B25LQQPC"">Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8</a>"
₹6,"₹5,805","₹1,486",256 GB,5 years,M.2,NVMe,New,"SP Silicon Power P34A60 256GB NVMe PCIe M.2 SSD, 3D NAND with SLC Cache, Up to 2200MB/s, M.2 2280 Internal Solid State Drive for Desktop Laptop PC Computer, pci_Express_x4","<a href=""https://www.amazon.in/dp/B07ZGK3K4V"">SP Silicon Power P34A60 256GB NVMe PCIe M.2 SSD, 3D NAND with SLC Cache, Up to 2200MB/s, M.2 2280 Internal Solid State Drive for Desktop Laptop PC Computer, pci_Express_x4</a>"
₹6,"₹5,812",₹744,128 GB,5 years,USB,Flash,New,"Kingston DataTraveler Exodia DTX/128 GB Pen Drive USB 3.2 Gen 1, Black","<a href=""https://www.amazon.in/dp/B08JD4TBM3"">Kingston DataTraveler Exodia DTX/128 GB Pen Drive USB 3.2 Gen 1, Black</a>"
₹6,"₹5,852","₹1,498",256 GB,5 years,M.2,NVMe,New,"EVM M.2 NVMe Internal SSD (2280) - 2000MB/s Read - PCIe Interface Gen 3x4-4X Faster Than SATA SSD- 5 Year Warranty, 256GB","<a href=""https://www.amazon.in/dp/B09F6DNLBD"">EVM M.2 NVMe Internal SSD (2280) - 2000MB/s Read - PCIe Interface Gen 3x4-4X Faster Than SATA SSD- 5 Year Warranty, 256GB</a>"
₹6,"₹5,871","₹1,409",240 GB,3 years,Internal,SSD,New,Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),"<a href=""https://www.amazon.in/dp/B07G3YNLJB"">Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1)</a>"
₹6,"₹5,875","₹1,504",256 GB,5 years,microSD,Flash,New,"Silicon Power 256GB microSDXC UHS-I Micro SD Card with Adapter, Up to 100MB/s Read & 80MB/s Write, C10 U3 V30 A1 4K UHD Video, High Speed microSD Memory Card, Superior A1 Series","<a href=""https://www.amazon.in/dp/B09LRBPHZ9"">Silicon Power 256GB microSDXC UHS-I Micro SD Card with Adapter, Up to 100MB/s Read & 80MB/s Write, C10 U3 V30 A1 4K UHD Video, High Speed microSD Memory Card, Superior A1 Series</a>"
₹6,"₹5,954","₹1,429",240 GB,3 years,Internal,SSD,New,"Western Digital WD Green SATA 240GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS240G3G0A)","<a href=""https://www.amazon.in/dp/B09TMZ1MF8"">Western Digital WD Green SATA 240GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS240G3G0A)</a>"
₹6,"₹5,994","₹3,069",512 GB,3 years,Internal,SSD,New,"fanxiang SSD SATA III 6Gb/s 2.5"" SSD S101 512GB Internal SSD Drive Read Speed up to 550MB/sec, Compatible with Laptop and PC Desktops","<a href=""https://www.amazon.in/dp/B09XDJPPMB"">fanxiang SSD SATA III 6Gb/s 2.5"" SSD S101 512GB Internal SSD Drive Read Speed up to 550MB/sec, Compatible with Laptop and PC Desktops</a>"
