Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
A$0.019,A$18.69,A$299,16 TB,,"Internal 3.5""",HDD,Used,"Western Digital WD 16TB HDD Ultrastar DC HC550 SATA 7200RPM 3.5"" Enterprise Hard Drive - WUH721816ALE6L4 (Renewed)","<a href=""https://www.amazon.com.au/dp/B09HVGDBYB"">Western Digital WD 16TB HDD Ultrastar DC HC550 SATA 7200RPM 3.5"" Enterprise Hard Drive - WUH721816ALE6L4 (Renewed)</a>"
A$0.020,A$19.55,A$196,10 TB,,"Internal 3.5""",HDD,Used,"Seagate Enterprise Capacity v6 10TB Internal Hard Drive ST10000NM0046 SATA 3.5"" HDD 256MB Cache","<a href=""https://www.amazon.com.au/dp/B0CW6K8DZ3"">Seagate Enterprise Capacity v6 10TB Internal Hard Drive ST10000NM0046 SATA 3.5"" HDD 256MB Cache</a>"
A$0.021,A$20.81,A$250,12 TB,,"Internal 3.5""",HDD,Used,Seagate Barracuda Pro 12TB Internal Hard Drive Performance HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 256MB Cache for Computer Desktop (ST12000DM0007) (Renewed),"<a href=""https://www.amazon.com.au/dp/B082YJHBHC"">Seagate Barracuda Pro 12TB Internal Hard Drive Performance HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 256MB Cache for Computer Desktop (ST12000DM0007) (Renewed)</a>"
A$0.023,A$23.11,A$231,10 TB,5 years,"Internal 3.5""",HDD,Used,MDD - HGST He10 (HUH721010ALE601) 10TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5inch Enterprise Hard Drive - 5 Year Warranty (Renewed),"<a href=""https://www.amazon.com.au/dp/B0BSB7J2Z8"">MDD - HGST He10 (HUH721010ALE601) 10TB 7200RPM 128MB Cache SATA 6.0Gb/s 3.5inch Enterprise Hard Drive - 5 Year Warranty (Renewed)</a>"
A$0.023,A$23.38,A$327,14 TB,,"Internal 3.5""",HDD,Used,"Western Digital Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 14TB","<a href=""https://www.amazon.com.au/dp/B07KPL474H"">Western Digital Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 14TB</a>","<a href=""https://www.amazon.com.au/dp/B07KPL474H"">Western Digital Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 14TB</a>"
A$0.026,A$26.45,A$423,16 TB,,"Internal 3.5""",HDD,New,"Seagate Exos X16 3.5"" 16000 GB Serial ATA III","<a href=""https://www.amazon.com.au/dp/B07XM9RM95"">Seagate Exos X16 3.5"" 16000 GB Serial ATA III</a>"
A$0.027,A$27.21,A$544,20 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 20TB External Hard Drive, for Desktop and Laptop, Black","<a href=""https://www.amazon.com.au/dp/B0B2PZWD81"">Seagate Expansion Desktop 20TB External Hard Drive, for Desktop and Laptop, Black</a>"
A$0.028,A$28.35,A$227,8 TB,2 years,"Internal 3.5""",HDD,New,"Western Digital 8TB WD Blue PC Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, 128 MB Cache, 3.5"" - WD80EAZZ","<a href=""https://www.amazon.com.au/dp/B09KMGQG5Y"">Western Digital 8TB WD Blue PC Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, 128 MB Cache, 3.5"" - WD80EAZZ</a>"
A$0.029,A$28.50,A$228,8 TB,2 years,"Internal 3.5""",HDD,New,"WD Blue 8TB 3.5"" Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, 256MB Cache, 2 Year Warranty","<a href=""https://www.amazon.com.au/dp/B0CMQ8XBBR"">WD Blue 8TB 3.5"" Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, 256MB Cache, 2 Year Warranty</a>"
A$0.029,A$28.50,A$28,1 TB,,"Internal 3.5""",HDD,Used,"Western Digital WD1002FBYS-43P1B0-1TB 7.2K SATA 3.0Gbps 3.5"" 32MB Hard Drive (Renewed)","<a href=""https://www.amazon.com.au/dp/B0D789SGBX"">Western Digital WD1002FBYS-43P1B0-1TB 7.2K SATA 3.0Gbps 3.5"" 32MB Hard Drive (Renewed)</a>"
A$0.029,A$28.93,A$347,12 TB,,"Internal 3.5""",HDD,New,Toshiba X300 12TB Performance & Gaming 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 256 MB Cache - HDWR21CXZSTA,"<a href=""https://www.amazon.com.au/dp/B07N8WTFBY"">Toshiba X300 12TB Performance & Gaming 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 256 MB Cache - HDWR21CXZSTA</a>"
A$0.029,A$29.44,A$236,8 TB,,"Internal 3.5""",HDD,New,Seagate Barracuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC – Frustration Free Packaging (ST8000DM004),"<a href=""https://www.amazon.com.au/dp/B07H289S7C"">Seagate Barracuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC – Frustration Free Packaging (ST8000DM004)</a>"
A$0.030,A$29.75,A$238,8 TB,,"Internal 3.5""",HDD,New,ST8000DM004 Barracuda (8TB HDD 3.5 inch SATA 6G 256MB),"<a href=""https://www.amazon.com.au/dp/B07LGC3LTN"">ST8000DM004 Barracuda (8TB HDD 3.5 inch SATA 6G 256MB)</a>"
A$0.030,A$29.84,A$597,20 TB,,"Internal 3.5""",HDD,New,Toshiba N300 20TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG62AXZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQHWXT4"">Toshiba N300 20TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG62AXZSTA</a>"
A$0.030,A$29.88,A$239,8 TB,2 years,"Internal 3.5""",HDD,New,Seagate Barracuda Internal Hard Drive 8TB SATA 6Gb/s 256MB Cache 3.5-Inch (ST8000DM004),"<a href=""https://www.amazon.com.au/dp/B075WYBQXJ"">Seagate Barracuda Internal Hard Drive 8TB SATA 6Gb/s 256MB Cache 3.5-Inch (ST8000DM004)</a>"
A$0.030,A$29.90,A$30,1 TB,,Internal,Hybrid,Used,"Seagate Desktop SSHD ST1000DX001 1TB 7200 RPM 64MB Cache 3.5"" HDD (Renewed)","<a href=""https://www.amazon.com.au/dp/B0CVS8YHYR"">Seagate Desktop SSHD ST1000DX001 1TB 7200 RPM 64MB Cache 3.5"" HDD (Renewed)</a>"
A$0.030,A$29.96,A$300,10 TB,2 years,"External 3.5""",HDD,New,Seagate 10TB Expansion Desktop Hard Drive,"<a href=""https://www.amazon.com.au/dp/B093BWHR9C"">Seagate 10TB Expansion Desktop Hard Drive</a>"
A$0.030,A$30.00,A$30,1 TB,,"Internal 3.5""",HDD,Used,HITACHI 1TB SATA Enterprise Grade Hard Drive Model: HUA722010CLA330 (Renewed),"<a href=""https://www.amazon.com.au/dp/B0CVS97HJF"">HITACHI 1TB SATA Enterprise Grade Hard Drive Model: HUA722010CLA330 (Renewed)</a>"
A$0.030,A$30.34,A$546,18 TB,,"Internal 3.5""",HDD,New,Toshiba N300 18TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG51JXZSTA,"<a href=""https://www.amazon.com.au/dp/B0CLTBCPF1"">Toshiba N300 18TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG51JXZSTA</a>"
A$0.031,A$30.61,A$490,16 TB,,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro ST16000NE000 Internal Hard Drive 3.5"" 16000 GB Serial ATA","<a href=""https://www.amazon.com.au/dp/B07SJTST6T"">Seagate IronWolf Pro ST16000NE000 Internal Hard Drive 3.5"" 16000 GB Serial ATA</a>"
A$0.031,A$30.64,A$490,16 TB,2 years,"External 3.5""",HDD,New,Seagate 16TB Expansion Desktop Hard Drive,"<a href=""https://www.amazon.com.au/dp/B093BWYJ9Q"">Seagate 16TB Expansion Desktop Hard Drive</a>"
A$0.031,A$31.00,A$31,1 TB,,"Internal 3.5""",HDD,Used,"Western Digital Caviar Green 3.5"" 1TB 5400RPM SATA 3Gb/s 32MB (WD10EADS-11M2B3) (Renewed)","<a href=""https://www.amazon.com.au/dp/B0D788ZM7S"">Western Digital Caviar Green 3.5"" 1TB 5400RPM SATA 3Gb/s 32MB (WD10EADS-11M2B3) (Renewed)</a>"
A$0.031,A$31.08,A$497,16 TB,,"Internal 3.5""",HDD,New,Toshiba N300 16TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG51GXZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYR2ZZCX"">Toshiba N300 16TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG51GXZSTA</a>"
A$0.031,A$31.16,A$498,16 TB,,"Internal 3.5""",HDD,New,"Toshiba 16TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream Server and Storage, 24/7 Reliable Operation, Hyperscale and Cloud Storage (MG08ACA16TE)","<a href=""https://www.amazon.com.au/dp/B0832BL1HC"">Toshiba 16TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream Server and Storage, 24/7 Reliable Operation, Hyperscale and Cloud Storage (MG08ACA16TE)</a>"
A$0.031,A$31.19,A$499,16 TB,5 years,"Internal 3.5""",HDD,New,"Seagate Exos X18 Serial ATA III 16000 GB Internal Hard Drive, 3.5 Inch Size","<a href=""https://www.amazon.com.au/dp/B08JV7N6J1"">Seagate Exos X18 Serial ATA III 16000 GB Internal Hard Drive, 3.5 Inch Size</a>"
A$0.032,A$31.61,A$506,16 TB,2 years,"External 3.5""",HDD,New,"Seagate Expansion 16000 GB External Hard Drive, Black","<a href=""https://www.amazon.com.au/dp/B092R4955J"">Seagate Expansion 16000 GB External Hard Drive, Black</a>"
A$0.032,A$31.84,A$382,12 TB,,"Internal 3.5""",HDD,New,Toshiba N300 12TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG51CXZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQJRJB5"">Toshiba N300 12TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG51CXZSTA</a>"
A$0.032,A$32.00,A$32,1 TB,,"Internal 3.5""",HDD,Used,"Western Digital 1Tb 7.2K RPM Sata 3.5"" Hard Disk Drive (Renewed)","<a href=""https://www.amazon.com.au/dp/B0DCD5VYVN"">Western Digital 1Tb 7.2K RPM Sata 3.5"" Hard Disk Drive (Renewed)</a>"
A$0.032,A$32.19,A$644,20 TB,,"Internal 3.5""",HDD,New,Toshiba N300 PRO 20TB Large-Sized Business NAS (up to 24 Bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/Year Workload Rate CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG62AXZSTB,"<a href=""https://www.amazon.com.au/dp/B0CLT791HQ"">Toshiba N300 PRO 20TB Large-Sized Business NAS (up to 24 Bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/Year Workload Rate CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG62AXZSTB</a>"
A$0.032,A$32.28,A$323,10 TB,,"Internal 3.5""",HDD,New,Toshiba N300 10TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG71AXZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQK9BTJ"">Toshiba N300 10TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG71AXZSTA</a>"
A$0.033,A$32.64,A$718,22 TB,,"External 3.5""",HDD,New,WD 22TB Elements Desktop External Hard Drive - USB 3.0,"<a href=""https://www.amazon.com.au/dp/B0BSFRNQTF"">WD 22TB Elements Desktop External Hard Drive - USB 3.0</a>"
A$0.033,A$32.68,A$523,16 TB,,"Internal 3.5""",HDD,New,Western Digital 16TB HGST Ultrastar WUH721816ALE6L4 DC HC550 Ent.*,"<a href=""https://www.amazon.com.au/dp/B08DHHMZBF"">Western Digital 16TB HGST Ultrastar WUH721816ALE6L4 DC HC550 Ent.*</a>"
A$0.033,A$32.86,A$591,18 TB,,"Internal 3.5""",HDD,New,Toshiba N300 PRO 18TB Large-Sized Business NAS (up to 24 Bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/Year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG51JXZSTB,"<a href=""https://www.amazon.com.au/dp/B09TQ7JTXQ"">Toshiba N300 PRO 18TB Large-Sized Business NAS (up to 24 Bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/Year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG51JXZSTB</a>"
A$0.033,A$32.87,A$723,22 TB,,"Internal 3.5""",HDD,New,"Toshiba 22TB Enterprise Internal Hard Drive – MG Series 3.5"" SATA HDD for Server, Storage, 24/7 Operation, Hyperscale, Cloud (MG10AFA22TE)","<a href=""https://www.amazon.com.au/dp/B0CN5LBWRD"">Toshiba 22TB Enterprise Internal Hard Drive – MG Series 3.5"" SATA HDD for Server, Storage, 24/7 Operation, Hyperscale, Cloud (MG10AFA22TE)</a>"
A$0.033,A$32.95,A$527,16 TB,2 years,"External 3.5""",HDD,New,"Seagate One Touch Desktop Hub External Hard Drive with Rescue, 16 TB","<a href=""https://www.amazon.com.au/dp/B093WXB1BH"">Seagate One Touch Desktop Hub External Hard Drive with Rescue, 16 TB</a>"
A$0.033,A$33.23,A$731,22 TB,,"Internal 3.5""",HDD,New,Toshiba N300 PRO 22TB Large-Sized Business NAS (up to 24 Bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/Year Workload Rate CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG62CXZSTB,"<a href=""https://www.amazon.com.au/dp/B0CYQJPN96"">Toshiba N300 PRO 22TB Large-Sized Business NAS (up to 24 Bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/Year Workload Rate CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWG62CXZSTB</a>"
A$0.033,A$33.30,A$599,18 TB,2 years,"External 3.5""",HDD,New,Seagate 18TB Expansion Desktop Hard Drive,"<a href=""https://www.amazon.com.au/dp/B093BTVWPH"">Seagate 18TB Expansion Desktop Hard Drive</a>"
A$0.034,A$33.70,A$539,16 TB,,"Internal 3.5""",HDD,New,Toshiba X300 PRO 16TB High Workload Performance for Creative Professionals 3.5-Inch Internal Hard Drive – Up to 300 TB/Year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR51GXZSTB,"<a href=""https://www.amazon.com.au/dp/B09TQ8FYN2"">Toshiba X300 PRO 16TB High Workload Performance for Creative Professionals 3.5-Inch Internal Hard Drive – Up to 300 TB/Year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR51GXZSTB</a>"
A$0.034,A$33.83,A$609,18 TB,,"Internal 3.5""",HDD,New,Toshiba X300 PRO 18TB High Workload Performance for Creative Professionals 3.5-Inch Internal Hard Drive – Up to 300 TB/Year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR51JXZSTB,"<a href=""https://www.amazon.com.au/dp/B09TQ96YYZ"">Toshiba X300 PRO 18TB High Workload Performance for Creative Professionals 3.5-Inch Internal Hard Drive – Up to 300 TB/Year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR51JXZSTB</a>"
A$0.034,A$33.92,A$407,12 TB,2 years,"External 3.5""",HDD,New,Seagate 12TB Expansion Desktop Hard Drive,"<a href=""https://www.amazon.com.au/dp/B093BSR3H4"">Seagate 12TB Expansion Desktop Hard Drive</a>"
A$0.034,A$34.08,A$136,4 TB,,"Internal 3.5""",HDD,Used,"IronWolf Pro ST4000NE001 internal hard drive 3.5"" 4000 GB Serial ATA III (Refurbished)","<a href=""https://www.amazon.com.au/dp/B0CRBJK29D"">IronWolf Pro ST4000NE001 internal hard drive 3.5"" 4000 GB Serial ATA III (Refurbished)</a>"
A$0.034,A$34.25,A$548,16 TB,3 years,"Internal 3.5""",HDD,New,"Synology HAT3310-16T [16TB 3.5"" SATA 7,200 RPM/NAS Grade HDD (MTTF 1.2 Million Hours) / 3 Year Warranty] Domestic Authorized Dealer Field Lake Product","<a href=""https://www.amazon.com.au/dp/B0CT9GQZC1"">Synology HAT3310-16T [16TB 3.5"" SATA 7,200 RPM/NAS Grade HDD (MTTF 1.2 Million Hours) / 3 Year Warranty] Domestic Authorized Dealer Field Lake Product</a>"
A$0.034,A$34.36,A$756,22 TB,,"Internal 3.5""",HDD,New,Seagate Exos X22 22To 3.5p,"<a href=""https://www.amazon.com.au/dp/B0C4GQ93NN"">Seagate Exos X22 22To 3.5p</a>"
A$0.035,A$34.68,A$277,8 TB,,"Internal 3.5""",HDD,New,Toshiba N300 8TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG780XZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQHY7GL"">Toshiba N300 8TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG780XZSTA</a>"
A$0.035,A$34.72,A$347,10 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital Hard Drive, 10 TB, SATA3, 256 MB, 24/7, Red/Silver/Black","<a href=""https://www.amazon.com.au/dp/B08TZPS4QQ"">Western Digital Hard Drive, 10 TB, SATA3, 256 MB, 24/7, Red/Silver/Black</a>"
A$0.035,A$34.82,A$766,22 TB,,"Internal 3.5""",HDD,New,Toshiba X300 PRO 22TB High Workload Performance for Creative Professionals 3.5-Inch Internal Hard Drive – Up to 300 TB/Year Workload Rate CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWR62CXZSTB,"<a href=""https://www.amazon.com.au/dp/B0CYQQXSSF"">Toshiba X300 PRO 22TB High Workload Performance for Creative Professionals 3.5-Inch Internal Hard Drive – Up to 300 TB/Year Workload Rate CMR SATA 6 Gb/s 7200 RPM 512 MB Cache - HDWR62CXZSTB</a>"
A$0.035,A$34.82,A$766,22 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 22TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD221KFGX","<a href=""https://www.amazon.com.au/dp/B0B5W1CQ8W"">Western Digital 22TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD221KFGX</a>"
A$0.035,A$34.95,A$699,20 TB,,"Internal 3.5""",HDD,New,"Seagate Technology Exos X20, 20TB, 3.5-Inch SATA Hard Drive at 6GB/s, 7,200 RPM, 2.5M MTBF, 512e and 4Kn FastFormat, Low Latency with Enhanced Cache (ST20000NM007D), Green","<a href=""https://www.amazon.com.au/dp/B09MWJHDNC"">Seagate Technology Exos X20, 20TB, 3.5-Inch SATA Hard Drive at 6GB/s, 7,200 RPM, 2.5M MTBF, 512e and 4Kn FastFormat, Low Latency with Enhanced Cache (ST20000NM007D), Green</a>"
A$0.036,A$35.67,A$642,18 TB,5 years,"Internal 3.5""",HDD,New,Western Digital Purple Pro 18To SATA 6Gb/s 3.5p,"<a href=""https://www.amazon.com.au/dp/B0966TBDRZ"">Western Digital Purple Pro 18To SATA 6Gb/s 3.5p</a>"
A$0.036,A$35.69,A$785,22 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital Gold Enterprise Class 22TB SATA Internal Hard Disk Drive, 3.5-Inch Size","<a href=""https://www.amazon.com.au/dp/B0B5W2ZM58"">Western Digital Gold Enterprise Class 22TB SATA Internal Hard Disk Drive, 3.5-Inch Size</a>"
A$0.036,A$35.87,A$574,16 TB,3 years,"Internal 3.5""",HDD,New,"Synology, HAT3310, 16TB, 3.5"" SATA Home User HDD, MTBF 1.2 Million Hours","<a href=""https://www.amazon.com.au/dp/B0CSMDQFQB"">Synology, HAT3310, 16TB, 3.5"" SATA Home User HDD, MTBF 1.2 Million Hours</a>"
A$0.036,A$35.94,A$719,20 TB,5 years,"Internal 3.5""",HDD,New,Western Digital WD Ultrastar HC560 WUH722020BLE6L4 20TB 7200RPM 3.5'' SE SATA HDD 0F38785,"<a href=""https://www.amazon.com.au/dp/B0BGFT5WBP"">Western Digital WD Ultrastar HC560 WUH722020BLE6L4 20TB 7200RPM 3.5'' SE SATA HDD 0F38785</a>"
A$0.036,A$35.94,A$575,16 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro 16TB NAS Internal Hard Drive 3.5"" 7200RPM CMR 256MB Cache SATA 6Gb/s Includes 3 Year Rescue Service Model No: ST16000NTZ01","<a href=""https://www.amazon.com.au/dp/B0B94NFYWX"">Seagate IronWolf Pro 16TB NAS Internal Hard Drive 3.5"" 7200RPM CMR 256MB Cache SATA 6Gb/s Includes 3 Year Rescue Service Model No: ST16000NTZ01</a>"
A$0.036,A$35.98,A$288,8 TB,,"Internal 3.5""",HDD,New,Toshiba X300 8TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR780XZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQK596M"">Toshiba X300 8TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR780XZSTA</a>"
A$0.036,A$36.00,A$288,8 TB,,"Internal 3.5""",HDD,New,"Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD80EFPX","<a href=""https://www.amazon.com.au/dp/B0CMQ6SK7W"">Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD80EFPX</a>"
A$0.036,A$36.00,A$18,500 GB,,"Internal 3.5""",HDD,Used,Hitachi Travelstar Z7K500 500 GB Internal Hard Drive -HTS725050A7E630 (Renewed),"<a href=""https://www.amazon.com.au/dp/B0CVS7RLPK"">Hitachi Travelstar Z7K500 500 GB Internal Hard Drive -HTS725050A7E630 (Renewed)</a>"
A$0.036,A$36.00,A$18,500 GB,,"Internal 2.5""",HDD,Used,"Toshiba MQ01ACF050 500GB 7200 RPM SATA 6.0Gb/s 2.5"" Laptop HDD bare Drive (Renewed)","<a href=""https://www.amazon.com.au/dp/B0CVBBBVXQ"">Toshiba MQ01ACF050 500GB 7200 RPM SATA 6.0Gb/s 2.5"" Laptop HDD bare Drive (Renewed)</a>"
A$0.036,A$36.00,A$18,500 GB,,"Internal 2.5""",HDD,Used,TOSHIBA MQ01ABF050 500GB 2.5 Internal SATA HDD 2.5 (Renewed),"<a href=""https://www.amazon.com.au/dp/B0CYC1LHS2"">TOSHIBA MQ01ABF050 500GB 2.5 Internal SATA HDD 2.5 (Renewed)</a>"
A$0.036,A$36.14,A$578,16 TB,,"Internal 3.5""",HDD,New,"Western Digital 16TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD161KFGX","<a href=""https://www.amazon.com.au/dp/B08K3VVKSW"">Western Digital 16TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD161KFGX</a>"
A$0.036,A$36.18,A$72,2 TB,1 year,"Internal 3.5""",HDD,New,White Label 2 Terabyte (2TB) 16MB Cache 7200RPM SATA2 3.5 Internal Desktop Hard Drive (for PC Mac CCTV DVR NAS) - w/1 Year Warranty,"<a href=""https://www.amazon.com.au/dp/B00370A8EI"">White Label 2 Terabyte (2TB) 16MB Cache 7200RPM SATA2 3.5 Internal Desktop Hard Drive (for PC Mac CCTV DVR NAS) - w/1 Year Warranty</a>"
A$0.036,A$36.23,A$869,24 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 24TB External Hard Drive, for Desktop and Laptop, Black","<a href=""https://www.amazon.com.au/dp/B0CMV9Q5MT"">Seagate Expansion Desktop 24TB External Hard Drive, for Desktop and Laptop, Black</a>"
A$0.036,A$36.25,A$145,4 TB,2 years,"Internal 3.5""",HDD,New,SEAGATE 4TB Barracuda 3.5 5400 SATA Hard Disk Drive ST4000DM004,"<a href=""https://www.amazon.com.au/dp/B0713R3Y6F"">SEAGATE 4TB Barracuda 3.5 5400 SATA Hard Disk Drive ST4000DM004</a>"
A$0.036,A$36.29,A$726,20 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 20TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD201KFGX","<a href=""https://www.amazon.com.au/dp/B09TBF6GHJ"">Western Digital 20TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD201KFGX</a>"
A$0.036,A$36.38,A$291,8 TB,3 years,"Internal 3.5""",HDD,New,"Seagate 8TB 3.5"" 7200rpm SATA IronWolf NAS HDD PN ST8000VN004","<a href=""https://www.amazon.com.au/dp/B07SZVVBBK"">Seagate 8TB 3.5"" 7200rpm SATA IronWolf NAS HDD PN ST8000VN004</a>"
A$0.036,A$36.38,A$800,22 TB,,"Internal 3.5""",HDD,New,"Western Digital Ultrastar DC HC570 3.5"" 22000 GB Serial ATA III","<a href=""https://www.amazon.com.au/dp/B0BGFSR7F2"">Western Digital Ultrastar DC HC570 3.5"" 22000 GB Serial ATA III</a>"
A$0.036,A$36.42,A$437,12 TB,,"Internal 3.5""",HDD,New,"Seagate NAS HDD IronWolf 3.5"" 12000 GB Serial ATA III","<a href=""https://www.amazon.com.au/dp/B07J351T2V"">Seagate NAS HDD IronWolf 3.5"" 12000 GB Serial ATA III</a>"
A$0.037,A$36.56,A$658,18 TB,5 years,"Internal 2.5""",HDD,New,"Seagate IronWolf Pro, NAS, 3.5"" HDD, 18TB, SATA 6Gb/s, 7200RPM, 256MB Cache, 5 Years or 2.5M Hours MTBF Warranty","<a href=""https://www.amazon.com.au/dp/B0B94MRX2H"">Seagate IronWolf Pro, NAS, 3.5"" HDD, 18TB, SATA 6Gb/s, 7200RPM, 256MB Cache, 5 Years or 2.5M Hours MTBF Warranty</a>"
A$0.037,A$37.18,A$892,24 TB,5 years,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro 24TB Enterprise NAS Internal HDD Hard Drive – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 512MB Cache for RAID Network Attached Storage, Rescue Services (ST24000NTZ02)","<a href=""https://www.amazon.com.au/dp/B0CSP3H8Q9"">Seagate IronWolf Pro 24TB Enterprise NAS Internal HDD Hard Drive – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 512MB Cache for RAID Network Attached Storage, Rescue Services (ST24000NTZ02)</a>"
A$0.037,A$37.41,A$599,16 TB,5 years,"Internal 3.5""",HDD,New,"WD 3.5"" Gold Enterprise Class Internal SATA Hard Drive, 16TB","<a href=""https://www.amazon.com.au/dp/B089S33PR3"">WD 3.5"" Gold Enterprise Class Internal SATA Hard Drive, 16TB</a>"
