Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
"€0,153",€153,€10,64 GB,,microSD,Flash,Used,"Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 64 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME64SA/EU","<a href=""https://www.amazon.es/dp/B0CVBCVV6S"">Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 64 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME64SA/EU</a>"
"€0,155",€155,€10,64 GB,,SD,Flash,New,"Transcend Highspeed 64GB SDXC Tarjeta de memoria (para cámaras digitales; imágenes y videos; radio de automóvil) Clase 10, UHS-I U1, Velocidad de video Clase V10 para 4K Ultra HD TS64GSDC300S-E","<a href=""https://www.amazon.es/dp/B08HJ254DB"">Transcend Highspeed 64GB SDXC Tarjeta de memoria (para cámaras digitales; imágenes y videos; radio de automóvil) Clase 10, UHS-I U1, Velocidad de video Clase V10 para 4K Ultra HD TS64GSDC300S-E</a>","<a href=""https://www.amazon.es/dp/B08HJ254DB"">Transcend Highspeed 64GB SDXC Tarjeta de memoria (para cámaras digitales; imágenes y videos; radio de automóvil) Clase 10, UHS-I U1, Velocidad de video Clase V10 para 4K Ultra HD TS64GSDC300S-E</a>"
"€0,155",€155,€10,64 GB,2 years,microSD,Flash,New,SanDisk Extreme 64 GB MicroSDXC UHS-I Class 10,"<a href=""https://www.amazon.es/dp/B09X7C7LL1"">SanDisk Extreme 64 GB MicroSDXC UHS-I Class 10</a>","<a href=""https://www.amazon.es/dp/B09X7C7LL1"">SanDisk Extreme 64 GB MicroSDXC UHS-I Class 10</a>"
"€0,156",€156,€15,32 GB x3,,USB,Flash,New,"Philips Snow Edition, Memoria USB 2.0 (32 GB, 3 Unidades), Color Gris","<a href=""https://www.amazon.es/dp/B0842XH3GK"">Philips Snow Edition, Memoria USB 2.0 (32 GB, 3 Unidades), Color Gris</a>","<a href=""https://www.amazon.es/dp/B0842XH3GK"">Philips Snow Edition, Memoria USB 2.0 (32 GB, 3 Unidades), Color Gris</a>"
"€0,156",€156,€20,128 GB,,USB,Flash,New,KEXIN Memoria USB 128GB 3.0 Tipo C Pendrive USB Metal Impermeable a Prueba de Golpes Llave Pendrive USB 2 en 1 Memory Stick U Disco OTG Flash para Samsung/Huawei/Macbook Pro PC [Negro],"<a href=""https://www.amazon.es/dp/B07PYFYWFF"">KEXIN Memoria USB 128GB 3.0 Tipo C Pendrive USB Metal Impermeable a Prueba de Golpes Llave Pendrive USB 2 en 1 Memory Stick U Disco OTG Flash para Samsung/Huawei/Macbook Pro PC [Negro]</a>"
"€0,156",€156,€40,256 GB,,SD,Flash,New,"Gigastone - Tarjeta de Memoria SDXC de 256 GB, 4K Cámara Pro Serie, Velocidad de Transferencia de hasta 100 MB/s. Compatible con cámara Canon Nikon Sony Videocámara, A1 V30 UHS-I Clase 10 para 4K UHD","<a href=""https://www.amazon.es/dp/B093BRY83H"">Gigastone - Tarjeta de Memoria SDXC de 256 GB, 4K Cámara Pro Serie, Velocidad de Transferencia de hasta 100 MB/s. Compatible con cámara Canon Nikon Sony Videocámara, A1 V30 UHS-I Clase 10 para 4K UHD</a>"
"€0,156",€156,€80,512 GB,,External,SSD,New,"ORICO 512GB SSD Externo magnético, grabación y Almacenamiento 4K ProRes HDR, transmisión y Almacenamiento Estable de 2000MB/s, Unidad de Estado sólido portátil, Compatible con Smartphone - A20PLUS","<a href=""https://www.amazon.es/dp/B0D95NXTKT"">ORICO 512GB SSD Externo magnético, grabación y Almacenamiento 4K ProRes HDR, transmisión y Almacenamiento Estable de 2000MB/s, Unidad de Estado sólido portátil, Compatible con Smartphone - A20PLUS</a>"
"€0,156",€156,€10,64 GB,,SD,Flash,Used,"SanDisk Extreme SDXC Tarjeta SD 64 GB (SD Card UHS-I, V30, hasta 170 MB/s, Software de recuperación de datos RescuePRO Deluxe, SanDisk Quicklow Technologie, 4K UHD Videos, Class 10, U3","<a href=""https://www.amazon.es/dp/B09X7DY7Q4"">SanDisk Extreme SDXC Tarjeta SD 64 GB (SD Card UHS-I, V30, hasta 170 MB/s, Software de recuperación de datos RescuePRO Deluxe, SanDisk Quicklow Technologie, 4K UHD Videos, Class 10, U3</a>","<a href=""https://www.amazon.es/dp/B09X7DY7Q4"">SanDisk Extreme SDXC Tarjeta SD 64 GB (SD Card UHS-I, V30, hasta 170 MB/s, Software de recuperación de datos RescuePRO Deluxe, SanDisk Quicklow Technologie, 4K UHD Videos, Class 10, U3</a>"
"€0,156",€156,€156,1 TB,5 years,External,SSD,New,"SanDisk 1TB Extreme PRO SSD portátil, USB-C USB 3.2 Gen 2x2 Memoria de estado sólido NVMe externa hasta 2000 MB/s Clasificación IP65 de resistencia al agua y al polvo","<a href=""https://www.amazon.es/dp/B08GV9M64L"">SanDisk 1TB Extreme PRO SSD portátil, USB-C USB 3.2 Gen 2x2 Memoria de estado sólido NVMe externa hasta 2000 MB/s Clasificación IP65 de resistencia al agua y al polvo</a>","<a href=""https://www.amazon.es/dp/B08GV9M64L"">SanDisk 1TB Extreme PRO SSD portátil, USB-C USB 3.2 Gen 2x2 Memoria de estado sólido NVMe externa hasta 2000 MB/s Clasificación IP65 de resistencia al agua y al polvo</a>"
"€0,157",€157,€10,64 GB,2 years,SD,Flash,Used,"Integral Tarjeta SD de 64 GB 4K Ultra-HD Video Alta Velocidad Tarjeta de Memoria SDXC V30 UHS-I U3 Clase 10 de hasta 100 MB/s, el color puede variar","<a href=""https://www.amazon.es/dp/B07FB7NQF7"">Integral Tarjeta SD de 64 GB 4K Ultra-HD Video Alta Velocidad Tarjeta de Memoria SDXC V30 UHS-I U3 Clase 10 de hasta 100 MB/s, el color puede variar</a>","<a href=""https://www.amazon.es/dp/B07FB7NQF7"">Integral Tarjeta SD de 64 GB 4K Ultra-HD Video Alta Velocidad Tarjeta de Memoria SDXC V30 UHS-I U3 Clase 10 de hasta 100 MB/s, el color puede variar</a>"
"€0,159",€159,€20,128 GB,,External,SSD,Used,Netac US5 128GB Unidad de Estado Sólida USB Unid Portátil Externa SSD Tipo-c y USB 3.2 Interfaz Dual Velocidad de hasta 550MB/s para Smartphone y Ordenadores Portátile,"<a href=""https://www.amazon.es/dp/B0C1SD95B7"">Netac US5 128GB Unidad de Estado Sólida USB Unid Portátil Externa SSD Tipo-c y USB 3.2 Interfaz Dual Velocidad de hasta 550MB/s para Smartphone y Ordenadores Portátile</a>","<a href=""https://www.amazon.es/dp/B0C1SD95B7"">Netac US5 128GB Unidad de Estado Sólida USB Unid Portátil Externa SSD Tipo-c y USB 3.2 Interfaz Dual Velocidad de hasta 550MB/s para Smartphone y Ordenadores Portátile</a>"
"€0,159",€159,€20,128 GB,2 years,microSD,Flash,Used,"SanDisk Extreme PRO 128GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7DNF6G"">SanDisk Extreme PRO 128GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7DNF6G"">SanDisk Extreme PRO 128GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>"
"€0,159",€159,€10,64 GB,,USB,Flash,New,"Lexar - Memoria USB de 64 GB, USB 3.2 Gen 1, USB C y USB A, velocidad de lectura de hasta 100 MB/s, compatible con OTG, memoria metálica para PC, portátil, coche, TV, smartphone tipo C, Android","<a href=""https://www.amazon.es/dp/B08XZ6RWTL"">Lexar - Memoria USB de 64 GB, USB 3.2 Gen 1, USB C y USB A, velocidad de lectura de hasta 100 MB/s, compatible con OTG, memoria metálica para PC, portátil, coche, TV, smartphone tipo C, Android</a>"
"€0,160",€160,€20,128 GB,,SD,Flash,Used,"SanDisk 128GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s + RescuePro Deluxe UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7FXHVJ"">SanDisk 128GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s + RescuePro Deluxe UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7FXHVJ"">SanDisk 128GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s + RescuePro Deluxe UHS-I Class 10 U3 V30</a>"
"€0,161",€161,€5,32 GB,,microSD,Flash,New,"Kingston Canvas Select Plus Tarjeta microSD, SDCS2/32GB Class 10 con Adaptador SD","<a href=""https://www.amazon.es/dp/B07YGZ7FY7"">Kingston Canvas Select Plus Tarjeta microSD, SDCS2/32GB Class 10 con Adaptador SD</a>"
"€0,161",€161,€10,64 GB,2 years,SD,Flash,New,"SanDisk 64 GB Ultra SDXC Tarjeta, con hasta 140 MB/s, rendimiento de apps A1, UHS-1, Clase 10, U1","<a href=""https://www.amazon.es/dp/B0B7NWR653"">SanDisk 64 GB Ultra SDXC Tarjeta, con hasta 140 MB/s, rendimiento de apps A1, UHS-1, Clase 10, U1</a>","<a href=""https://www.amazon.es/dp/B0B7NWR653"">SanDisk 64 GB Ultra SDXC Tarjeta, con hasta 140 MB/s, rendimiento de apps A1, UHS-1, Clase 10, U1</a>"
"€0,163",€163,€163,1 TB,,External,SSD,New,"Synology Backup de Datos BeeDrive de 1 TB Desde PC y Dispositivos móviles, USB-C 3.1 con SSD Integrado","<a href=""https://www.amazon.es/dp/B0C6YZHDDL"">Synology Backup de Datos BeeDrive de 1 TB Desde PC y Dispositivos móviles, USB-C 3.1 con SSD Integrado</a>"
"€0,164",€164,€10,64 GB,,SD,Flash,New,Kingston Canvas Go! Plus Tarjeta SD 64GB SDXC 170R C10 UHS-I U3 V30,"<a href=""https://www.amazon.es/dp/B0858C71LZ"">Kingston Canvas Go! Plus Tarjeta SD 64GB SDXC 170R C10 UHS-I U3 V30</a>"
"€0,164",€164,€10,64 GB,,SD,Flash,New,"Lexar 800x Pro 64GB Tarjeta SD, Tarjeta SDXC UHS-I, Tarjeta SD 3.0 de hasta 150 MB/s de Lectura, Tarjeta de Memoria SD V30, U3, C10 para cámara/videocámara DSLR/HD de Rango Medio (LSD0800P064G-BNNAA)","<a href=""https://www.amazon.es/dp/B0CS5QLF6R"">Lexar 800x Pro 64GB Tarjeta SD, Tarjeta SDXC UHS-I, Tarjeta SD 3.0 de hasta 150 MB/s de Lectura, Tarjeta de Memoria SD V30, U3, C10 para cámara/videocámara DSLR/HD de Rango Medio (LSD0800P064G-BNNAA)</a>","<a href=""https://www.amazon.es/dp/B0CS5QLF6R"">Lexar 800x Pro 64GB Tarjeta SD, Tarjeta SDXC UHS-I, Tarjeta SD 3.0 de hasta 150 MB/s de Lectura, Tarjeta de Memoria SD V30, U3, C10 para cámara/videocámara DSLR/HD de Rango Medio (LSD0800P064G-BNNAA)</a>"
"€0,164",€164,€11,64 GB,5 years,USB,Flash,Used,"SanDisk 64GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 150 MB/s, Negro","<a href=""https://www.amazon.es/dp/B07YYK13LF"">SanDisk 64GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 150 MB/s, Negro</a>","<a href=""https://www.amazon.es/dp/B07YYK13LF"">SanDisk 64GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 150 MB/s, Negro</a>"
"€0,164",€164,€21,128 GB,,microSD,Flash,Used,"SanDisk Extreme 128 GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe, Up to 160 MB/s, Class 10, UHS-I, U3, V30, Red/Gold","<a href=""https://www.amazon.es/dp/B07FCMKK5X"">SanDisk Extreme 128 GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe, Up to 160 MB/s, Class 10, UHS-I, U3, V30, Red/Gold</a>","<a href=""https://www.amazon.es/dp/B07FCMKK5X"">SanDisk Extreme 128 GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe, Up to 160 MB/s, Class 10, UHS-I, U3, V30, Red/Gold</a>"
"€0,165",€165,€11,64 GB,10 years,microSD,Flash,New,"SanDisk Ultra 64 GB microSDXC Memory Card + SD Adapter with A1 App Performance Up to 120 MB/s, Class 10, U1, Red/Grey","<a href=""https://www.amazon.es/dp/B08GYBBBBH"">SanDisk Ultra 64 GB microSDXC Memory Card + SD Adapter with A1 App Performance Up to 120 MB/s, Class 10, U1, Red/Grey</a>","<a href=""https://www.amazon.es/dp/B08GYBBBBH"">SanDisk Ultra 64 GB microSDXC Memory Card + SD Adapter with A1 App Performance Up to 120 MB/s, Class 10, U1, Red/Grey</a>"
"€0,165",€165,€11,64 GB,,SD,Flash,Used,"Lexar High-Performance 800x Tarjeta SD 64GB, SDXC UHS-I Tarjeta de Memoria, hasta 120 MB/s de Lectura, Cámaras de apuntar y Disparar, DSLR de Gama Media, Videocámara HD (LSD0800064G-BNNAG)","<a href=""https://www.amazon.es/dp/B0B55Z4WW6"">Lexar High-Performance 800x Tarjeta SD 64GB, SDXC UHS-I Tarjeta de Memoria, hasta 120 MB/s de Lectura, Cámaras de apuntar y Disparar, DSLR de Gama Media, Videocámara HD (LSD0800064G-BNNAG)</a>","<a href=""https://www.amazon.es/dp/B0B55Z4WW6"">Lexar High-Performance 800x Tarjeta SD 64GB, SDXC UHS-I Tarjeta de Memoria, hasta 120 MB/s de Lectura, Cámaras de apuntar y Disparar, DSLR de Gama Media, Videocámara HD (LSD0800064G-BNNAG)</a>"
"€0,165",€165,€11,64 GB,5 years,USB,Flash,Used,"SanDisk Ultra 64 GB Dual Type-C USB 3.0 Flash Drive, Silver","<a href=""https://www.amazon.es/dp/B01EZ0X3L8"">SanDisk Ultra 64 GB Dual Type-C USB 3.0 Flash Drive, Silver</a>","<a href=""https://www.amazon.es/dp/B01EZ0X3L8"">SanDisk Ultra 64 GB Dual Type-C USB 3.0 Flash Drive, Silver</a>"
"€0,166",€166,€85,512 GB,,SD,Flash,New,"SanDisk 512GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s, + RescuePro Deluxe, UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7DZM1V"">SanDisk 512GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s, + RescuePro Deluxe, UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7DZM1V"">SanDisk 512GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s, + RescuePro Deluxe, UHS-I Class 10 U3 V30</a>"
"€0,166",€166,€11,64 GB,2 years,SD,Flash,New,"Integral Tarjeta SD de 64 GB 4K Ultra-HD Video Alta Velocidad Tarjeta de Memoria SDXC V30 UHS-I U3 Clase 10 de hasta 100 MB/s, el color puede variar","<a href=""https://www.amazon.es/dp/B07FB7NQF7"">Integral Tarjeta SD de 64 GB 4K Ultra-HD Video Alta Velocidad Tarjeta de Memoria SDXC V30 UHS-I U3 Clase 10 de hasta 100 MB/s, el color puede variar</a>","<a href=""https://www.amazon.es/dp/B07FB7NQF7"">Integral Tarjeta SD de 64 GB 4K Ultra-HD Video Alta Velocidad Tarjeta de Memoria SDXC V30 UHS-I U3 Clase 10 de hasta 100 MB/s, el color puede variar</a>"
"€0,167",€167,€11,64 GB,10 years,microSD,Flash,New,"Samsung EVO Select 64GB, microSD, A1, V10, 130 MB/s, FHD, 4K UHD, tarjeta de memoria con adaptador para Smartphone, Tablet, Cámara de Acción, Drone o Notebook (MB-ME64KA)","<a href=""https://www.amazon.es/dp/B09D3N56DD"">Samsung EVO Select 64GB, microSD, A1, V10, 130 MB/s, FHD, 4K UHD, tarjeta de memoria con adaptador para Smartphone, Tablet, Cámara de Acción, Drone o Notebook (MB-ME64KA)</a>"
"€0,168",€168,€43,256 GB,5 years,SD,Flash,New,PNY Tarjeta de Memoria SDXC 256GB EliteX-PRO60 Class 10 U3 V60 UHS-II,"<a href=""https://www.amazon.es/dp/B0B94S6H7P"">PNY Tarjeta de Memoria SDXC 256GB EliteX-PRO60 Class 10 U3 V60 UHS-II</a>"
"€0,169",€169,€27,16 GB x10,,USB,Flash,New,DataOcean 10 Piezas 16GB Memorias USB PenDrives Giratoria Pen Drive 16 GB Unidad Flash USB 2.0(10 Colores Mezclados),"<a href=""https://www.amazon.es/dp/B07Q32813K"">DataOcean 10 Piezas 16GB Memorias USB PenDrives Giratoria Pen Drive 16 GB Unidad Flash USB 2.0(10 Colores Mezclados)</a>"
"€0,171",€171,€11,64 GB,5 years,USB,Flash,New,"SanDisk 64GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 150 MB/s, Negro","<a href=""https://www.amazon.es/dp/B07YYK13LF"">SanDisk 64GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 150 MB/s, Negro</a>","<a href=""https://www.amazon.es/dp/B07YYK13LF"">SanDisk 64GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 150 MB/s, Negro</a>"
"€0,172",€172,€11,64 GB,2 years,microSD,Flash,Used,SanDisk Extreme 64 GB MicroSDXC UHS-I Class 10,"<a href=""https://www.amazon.es/dp/B09X7C7LL1"">SanDisk Extreme 64 GB MicroSDXC UHS-I Class 10</a>","<a href=""https://www.amazon.es/dp/B09X7C7LL1"">SanDisk Extreme 64 GB MicroSDXC UHS-I Class 10</a>"
"€0,172",€172,€11,64 GB,,microSD,Flash,Used,"SanDisk 64 GB Extreme tarjeta de memoria microSDXC para drones y cámaras de acción+adaptador SD+RescuePRO Deluxe, hasta 170 MB/s, Clase A2 de rendimiento de las aplicaciones, UHS-I, Class 10, U3 y V30","<a href=""https://www.amazon.es/dp/B09X7CXWQQ"">SanDisk 64 GB Extreme tarjeta de memoria microSDXC para drones y cámaras de acción+adaptador SD+RescuePRO Deluxe, hasta 170 MB/s, Clase A2 de rendimiento de las aplicaciones, UHS-I, Class 10, U3 y V30</a>","<a href=""https://www.amazon.es/dp/B09X7CXWQQ"">SanDisk 64 GB Extreme tarjeta de memoria microSDXC para drones y cámaras de acción+adaptador SD+RescuePRO Deluxe, hasta 170 MB/s, Clase A2 de rendimiento de las aplicaciones, UHS-I, Class 10, U3 y V30</a>"
"€0,172",€172,€11,64 GB,,SD,Flash,New,"Lexar High-Performance 800x Tarjeta SD 64GB, SDXC UHS-I Tarjeta de Memoria, hasta 120 MB/s de Lectura, Cámaras de apuntar y Disparar, DSLR de Gama Media, Videocámara HD (LSD0800064G-BNNAG)","<a href=""https://www.amazon.es/dp/B0B55Z4WW6"">Lexar High-Performance 800x Tarjeta SD 64GB, SDXC UHS-I Tarjeta de Memoria, hasta 120 MB/s de Lectura, Cámaras de apuntar y Disparar, DSLR de Gama Media, Videocámara HD (LSD0800064G-BNNAG)</a>","<a href=""https://www.amazon.es/dp/B0B55Z4WW6"">Lexar High-Performance 800x Tarjeta SD 64GB, SDXC UHS-I Tarjeta de Memoria, hasta 120 MB/s de Lectura, Cámaras de apuntar y Disparar, DSLR de Gama Media, Videocámara HD (LSD0800064G-BNNAG)</a>"
"€0,173",€173,€22,128 GB,2 years,SD,Flash,New,"SanDisk 128GB Extreme, Tarjeta de memoria, SDHC, hasta 180 MB/s + RescuePro Deluxe Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7DZ9LG"">SanDisk 128GB Extreme, Tarjeta de memoria, SDHC, hasta 180 MB/s + RescuePro Deluxe Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7DZ9LG"">SanDisk 128GB Extreme, Tarjeta de memoria, SDHC, hasta 180 MB/s + RescuePro Deluxe Class 10 U3 V30</a>"
"€0,173",€173,€11,64 GB,,microSD,Flash,Used,"Samsung - Tarjeta de Memoria microSD EVO Plus (64 GB, SDXC U1, Clase 10, A1, 130 MB/s, con Adaptador versión 2021 (MB-MC64KA/EU)","<a href=""https://www.amazon.es/dp/B09R4HCKQ1"">Samsung - Tarjeta de Memoria microSD EVO Plus (64 GB, SDXC U1, Clase 10, A1, 130 MB/s, con Adaptador versión 2021 (MB-MC64KA/EU)</a>","<a href=""https://www.amazon.es/dp/B09R4HCKQ1"">Samsung - Tarjeta de Memoria microSD EVO Plus (64 GB, SDXC U1, Clase 10, A1, 130 MB/s, con Adaptador versión 2021 (MB-MC64KA/EU)</a>"
"€0,173",€173,€22,128 GB,,microSD,Flash,New,"SanDisk Extreme Pro 128GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe 170MB/s Class 10, UHS-I, U3, V30","<a href=""https://www.amazon.es/dp/B07G3H5RBT"">SanDisk Extreme Pro 128GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe 170MB/s Class 10, UHS-I, U3, V30</a>","<a href=""https://www.amazon.es/dp/B07G3H5RBT"">SanDisk Extreme Pro 128GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe 170MB/s Class 10, UHS-I, U3, V30</a>"
"€0,175",€175,€11,64 GB,,microSD,Flash,New,SanDisk Ultra de 64 GB microSDXC UHS-I Tarjeta para Chromebook con Adaptador SD y Velocidad de Transferencia de hasta 140 MB/s,"<a href=""https://www.amazon.es/dp/B0BFG8BPQF"">SanDisk Ultra de 64 GB microSDXC UHS-I Tarjeta para Chromebook con Adaptador SD y Velocidad de Transferencia de hasta 140 MB/s</a>"
"€0,176",€176,€22,128 GB,2 years,microSD,Flash,New,"SanDisk Extreme PRO 128GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7DNF6G"">SanDisk Extreme PRO 128GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7DNF6G"">SanDisk Extreme PRO 128GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>"
"€0,176",€176,€45,256 GB,,SD,Flash,New,"Lexar Tarjeta SD 256 GB Silver, hasta 205 MB/s de Lectura, Tarjeta de Memoria SDXC UHS-I, Clase 10, U3, V30, SD Card para Fotógrafos Profesionales, Videógrafos y Entusiastas","<a href=""https://www.amazon.es/dp/B0D12RLMG6"">Lexar Tarjeta SD 256 GB Silver, hasta 205 MB/s de Lectura, Tarjeta de Memoria SDXC UHS-I, Clase 10, U3, V30, SD Card para Fotógrafos Profesionales, Videógrafos y Entusiastas</a>"
"€0,177",€177,€23,128 GB,,microSD,Flash,Used,"SanDisk High Endurance 128 GB Tarjeta microSD para videovigilancia, hasta 100 MB/s, Class 10, U3 y V30","<a href=""https://www.amazon.es/dp/B07NY23WBG"">SanDisk High Endurance 128 GB Tarjeta microSD para videovigilancia, hasta 100 MB/s, Class 10, U3 y V30</a>","<a href=""https://www.amazon.es/dp/B07NY23WBG"">SanDisk High Endurance 128 GB Tarjeta microSD para videovigilancia, hasta 100 MB/s, Class 10, U3 y V30</a>"
"€0,179",€179,€23,128 GB,5 years,USB,Flash,New,"SanDisk 128GB Ultra Dual Drive Go, Memoria Flash USB Type-C con Conectores USB Type-C y Type-A Reversibles, con hasta 400 MB/s para Smartphones, tabletas, Macs y Ordenadores , Lavender","<a href=""https://www.amazon.es/dp/B0CJ5W1MJ7"">SanDisk 128GB Ultra Dual Drive Go, Memoria Flash USB Type-C con Conectores USB Type-C y Type-A Reversibles, con hasta 400 MB/s para Smartphones, tabletas, Macs y Ordenadores , Lavender</a>"
"€0,180",€180,€11,64 GB,,SD,Flash,Used,Kingston Canvas Select Plus SD - SDS2/64GB Class 10 UHS-I,"<a href=""https://www.amazon.es/dp/B07YGZ1BVG"">Kingston Canvas Select Plus SD - SDS2/64GB Class 10 UHS-I</a>","<a href=""https://www.amazon.es/dp/B07YGZ1BVG"">Kingston Canvas Select Plus SD - SDS2/64GB Class 10 UHS-I</a>"
"€0,180",€180,€23,128 GB,,External,SSD,New,"MOVE SPEED USB C Pendrive 128 GB – Disco Duro Externo SSD de Alta Velocidad 400 MB/s, Dual Tipo-C + USB 3.2 Gen2, Memoria Externa OTG Compatible con Smartphones, iPhone 15, MacBook, laptops y Tablets","<a href=""https://www.amazon.es/dp/B0CKVXPDM1"">MOVE SPEED USB C Pendrive 128 GB – Disco Duro Externo SSD de Alta Velocidad 400 MB/s, Dual Tipo-C + USB 3.2 Gen2, Memoria Externa OTG Compatible con Smartphones, iPhone 15, MacBook, laptops y Tablets</a>"
"€0,180",€180,€23,128 GB,,microSD,Flash,New,Samsung Pro Endurance - Tarjeta de Memoria de monitoreo de vídeo microSDXC UHS-I U3 de 128 GB con Adaptador (MB-MJ128KA),"<a href=""https://www.amazon.es/dp/B0B1J4BGGX"">Samsung Pro Endurance - Tarjeta de Memoria de monitoreo de vídeo microSDXC UHS-I U3 de 128 GB con Adaptador (MB-MJ128KA)</a>"
"€0,181",€181,€23,128 GB,,microSD,Flash,Used,"SanDisk Extreme Pro 128GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe 170MB/s Class 10, UHS-I, U3, V30","<a href=""https://www.amazon.es/dp/B07G3H5RBT"">SanDisk Extreme Pro 128GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe 170MB/s Class 10, UHS-I, U3, V30</a>","<a href=""https://www.amazon.es/dp/B07G3H5RBT"">SanDisk Extreme Pro 128GB microSDXC Memory Card + SD Adapter with A2 App Performance + Rescue Pro Deluxe 170MB/s Class 10, UHS-I, U3, V30</a>"
"€0,185",€185,€185,1 TB,3 years,"Internal 2.5""",HDD,New,"WD My Passport Ultra - Disco Duro Externo portátil de 1 TB (2.5"", USB 3.0), Color Azul","<a href=""https://www.amazon.es/dp/B00Y0R9DD4"">WD My Passport Ultra - Disco Duro Externo portátil de 1 TB (2.5"", USB 3.0), Color Azul</a>"
"€0,185",€185,€6,32 GB,,SD,Flash,New,Kodak Premiun SDHC 32GB Class10 U1,"<a href=""https://www.amazon.es/dp/B01FZPCT6M"">Kodak Premiun SDHC 32GB Class10 U1</a>"
"€0,185",€185,€12,64 GB,,SD,Flash,Used,"SanDisk 64GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s, + RescuePro Deluxe, UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7C7NCZ"">SanDisk 64GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s, + RescuePro Deluxe, UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7C7NCZ"">SanDisk 64GB Extreme PRO, Tarjeta de memoria, SDXC, hasta 200 MB/s, + RescuePro Deluxe, UHS-I Class 10 U3 V30</a>"
