Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
"€0,049","€49,24",€49,1 TB,,"Internal 2.5""",HDD,Used,"Seagate BarraCuda, 1 To, Disque dur interne HDD – 2,5"" SATA 6 Gbit/s 5 400 tr/min, 128 Mo de mémoire cache, pour PC portable (ST1000LM048)","<a href=""https://www.amazon.fr/dp/B01LY3Q201"">Seagate BarraCuda, 1 To, Disque dur interne HDD – 2,5"" SATA 6 Gbit/s 5 400 tr/min, 128 Mo de mémoire cache, pour PC portable (ST1000LM048)</a>","<a href=""https://www.amazon.fr/dp/B01LY3Q201"">Seagate BarraCuda, 1 To, Disque dur interne HDD – 2,5"" SATA 6 Gbit/s 5 400 tr/min, 128 Mo de mémoire cache, pour PC portable (ST1000LM048)</a>"
"€0,049","€49,29",€49,1 TB,,"Internal 2.5""",HDD,New,"1To Disque Dur Externe Portable - 2.5'' USB 3.0 Ultra Fin Tout-Aluminium Stockage HDD pour Xbox One, PS4, PC, Mac, Laptop, Ordinateur Portable de Bureau, Wii U, TV, Windows(1000Go,Gris)","<a href=""https://www.amazon.fr/dp/B07C812LHQ"">1To Disque Dur Externe Portable - 2.5'' USB 3.0 Ultra Fin Tout-Aluminium Stockage HDD pour Xbox One, PS4, PC, Mac, Laptop, Ordinateur Portable de Bureau, Wii U, TV, Windows(1000Go,Gris)</a>"
"€0,049","€49,50",€99,2 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf 2To, Disque Dur Interne NAS HDD, CMR 3,5"" SATA 6Goit/s 5900 TR/Min, 256 Mo de mémoire Cache, pour NAS Raid, Ouverture Facile, Services Rescue valables 3 Ans (ST2000VNZ03)","<a href=""https://www.amazon.fr/dp/B0BM4VW8NF"">Seagate IronWolf 2To, Disque Dur Interne NAS HDD, CMR 3,5"" SATA 6Goit/s 5900 TR/Min, 256 Mo de mémoire Cache, pour NAS Raid, Ouverture Facile, Services Rescue valables 3 Ans (ST2000VNZ03)</a>","<a href=""https://www.amazon.fr/dp/B0BM4VW8NF"">Seagate IronWolf 2To, Disque Dur Interne NAS HDD, CMR 3,5"" SATA 6Goit/s 5900 TR/Min, 256 Mo de mémoire Cache, pour NAS Raid, Ouverture Facile, Services Rescue valables 3 Ans (ST2000VNZ03)</a>"
"€0,050","€49,57",€50,1 TB,2 years,"Internal 2.5""",HDD,Used,"WD Blue 1To Disque dur Interne 2.5"" pour PC portable, 5400 RPM Class, SATA 6 GB/s, 128MB Cache, Garantie 2 ans","<a href=""https://www.amazon.fr/dp/B083FCH963"">WD Blue 1To Disque dur Interne 2.5"" pour PC portable, 5400 RPM Class, SATA 6 GB/s, 128MB Cache, Garantie 2 ans</a>","<a href=""https://www.amazon.fr/dp/B083FCH963"">WD Blue 1To Disque dur Interne 2.5"" pour PC portable, 5400 RPM Class, SATA 6 GB/s, 128MB Cache, Garantie 2 ans</a>"
"€0,050","€49,99",€50,1 TB,,Internal,SSD,New,"PNY CS900 SSD Interne SATA III, 2.5 Pouces, 1To, Vitesse de Lecture jusqu'à 535MB/s","<a href=""https://www.amazon.fr/dp/B07Y5VDNT9"">PNY CS900 SSD Interne SATA III, 2.5 Pouces, 1To, Vitesse de Lecture jusqu'à 535MB/s</a>","<a href=""https://www.amazon.fr/dp/B07Y5VDNT9"">PNY CS900 SSD Interne SATA III, 2.5 Pouces, 1To, Vitesse de Lecture jusqu'à 535MB/s</a>"
"€0,050","€49,99",€50,1 TB,,Internal,SSD,New,"ORICO 1To 2,5 Pouces SSD Interne SATA III 6Gb/s, 3D NAND Jusqu'à 500Mo/s Vitesse de Lecture, Compatible avec Les Ordinateurs Portables et Les PC de Bureau- Y20","<a href=""https://www.amazon.fr/dp/B0CQ4ZDXZ1"">ORICO 1To 2,5 Pouces SSD Interne SATA III 6Gb/s, 3D NAND Jusqu'à 500Mo/s Vitesse de Lecture, Compatible avec Les Ordinateurs Portables et Les PC de Bureau- Y20</a>"
"€0,052","€51,58",€103,2 TB,,"External 2.5""",HDD,New,"Transcend 2 To StoreJet 25 M3C - 2.5"" Disque dur externe Anti-choc - Double connectique Type A et Type C - TS2TSJ25M3C","<a href=""https://www.amazon.fr/dp/B07RPW2ZXK"">Transcend 2 To StoreJet 25 M3C - 2.5"" Disque dur externe Anti-choc - Double connectique Type A et Type C - TS2TSJ25M3C</a>"
"€0,052","€52,37",€52,1 TB,,"Internal 3.5""",HDD,Used,"Seagate BarraCuda, 1 To, disque dur interne, 2,5 pouces, SATA 6 Gbit/s, 5 400 tr/min, 128 Mo de cache, pour PC et ordinateur portable, FFP (ST1000LM048)","<a href=""https://www.amazon.fr/dp/B07H28QRKN"">Seagate BarraCuda, 1 To, disque dur interne, 2,5 pouces, SATA 6 Gbit/s, 5 400 tr/min, 128 Mo de cache, pour PC et ordinateur portable, FFP (ST1000LM048)</a>","<a href=""https://www.amazon.fr/dp/B07H28QRKN"">Seagate BarraCuda, 1 To, disque dur interne, 2,5 pouces, SATA 6 Gbit/s, 5 400 tr/min, 128 Mo de cache, pour PC et ordinateur portable, FFP (ST1000LM048)</a>"
"€0,053","€52,99",€53,1 TB,3 years,Internal,SSD,New,"Silicon Power SSD 1To 3D NAND A55 SLC Cache Performance Boost 2.5 pouces SATA III 7mm (0.28"") Interne SSD","<a href=""https://www.amazon.fr/dp/B07KQZ1Z53"">Silicon Power SSD 1To 3D NAND A55 SLC Cache Performance Boost 2.5 pouces SATA III 7mm (0.28"") Interne SSD</a>"
"€0,053","€53,28",€107,2 TB,,M.2,NVMe,Used,Crucial P3 2To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s - CT2000P3SSD801 (Édition Acronis),"<a href=""https://www.amazon.fr/dp/B0CCN91GCY"">Crucial P3 2To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s - CT2000P3SSD801 (Édition Acronis)</a>","<a href=""https://www.amazon.fr/dp/B0CCN91GCY"">Crucial P3 2To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s - CT2000P3SSD801 (Édition Acronis)</a>"
"€0,054","€53,95",€108,2 TB,,"External 3.5""",HDD,New,"LaCie Mobile Drive Moon, 2 To, disque dur externe portable, Silver, USB-C 3.2, pour PC et Mac, en matériaux recyclés, avec abonnement àToutes les applications Adobe et Services Rescue (STLP2000400)","<a href=""https://www.amazon.fr/dp/B09ZLTV28B"">LaCie Mobile Drive Moon, 2 To, disque dur externe portable, Silver, USB-C 3.2, pour PC et Mac, en matériaux recyclés, avec abonnement àToutes les applications Adobe et Services Rescue (STLP2000400)</a>"
"€0,054","€54,00",€27,500 GB,3 years,"External 3.5""",HDD,New,"Blueendless Disque Dur Externe Portable avec USB3.0 pour Ordinateur de Bureau et Portable 6,3 cm 500Go Gris","<a href=""https://www.amazon.fr/dp/B07WCMXJ6X"">Blueendless Disque Dur Externe Portable avec USB3.0 pour Ordinateur de Bureau et Portable 6,3 cm 500Go Gris</a>"
"€0,054","€54,00",€27,500 GB,,"External 3.5""",HDD,New,"Blueendless 500Go Disque Dur Externe Portable avec USB3.0 pour Ordinateur de Bureau et Portable 6,3 cm 500 Go Bleu","<a href=""https://www.amazon.fr/dp/B07WF6R9BY"">Blueendless 500Go Disque Dur Externe Portable avec USB3.0 pour Ordinateur de Bureau et Portable 6,3 cm 500 Go Bleu</a>"
"€0,054","€54,08",€324,6 TB,,"Internal 3.5""",HDD,New,"WD_BLACK 6 To Performance 3,5"" Disque dur interne - Classe 7200 RPM, SATA 6 Gb/s, cache de 256 Mo","<a href=""https://www.amazon.fr/dp/B07Q5SRQLT"">WD_BLACK 6 To Performance 3,5"" Disque dur interne - Classe 7200 RPM, SATA 6 Gb/s, cache de 256 Mo</a>"
"€0,054","€54,16",€52,960 GB,,Internal,SSD,New,"MSI SPATIUM S270 SATA 2.5"" 960GB - Disque SSD Interne 960 Go, SATA III 6 GB/s, 2,5"", Lecture 500 MB/s & Écriture 450 MB/s, 3D NAND, Sécurité des Données Intégrée, Center, 500 TBW, Garantie 5 Ans","<a href=""https://www.amazon.fr/dp/B0BKPJS9NC"">MSI SPATIUM S270 SATA 2.5"" 960GB - Disque SSD Interne 960 Go, SATA III 6 GB/s, 2,5"", Lecture 500 MB/s & Écriture 450 MB/s, 3D NAND, Sécurité des Données Intégrée, Center, 500 TBW, Garantie 5 Ans</a>"
"€0,054","€54,19",€108,2 TB,2 years,M.2,NVMe,Used,"WD Blue SN580 2 To, M.2 NVMe SSD, PCIe Gén. 4 x4, avec vitesse de lecture jusqu'à 4 150 Mo/s.","<a href=""https://www.amazon.fr/dp/B0C8WPRM9T"">WD Blue SN580 2 To, M.2 NVMe SSD, PCIe Gén. 4 x4, avec vitesse de lecture jusqu'à 4 150 Mo/s.</a>","<a href=""https://www.amazon.fr/dp/B0C8WPRM9T"">WD Blue SN580 2 To, M.2 NVMe SSD, PCIe Gén. 4 x4, avec vitesse de lecture jusqu'à 4 150 Mo/s.</a>"
"€0,055","€54,67",€656,12 TB,,"External 3.5""",HDD,New,"WD 24To My Book Duo - Disque dur externe avec logiciels de gestion du disque et de sauvegarde et protection par mot de passe, USB-C et cables USB-A, en Raid 0/1, JBOD","<a href=""https://www.amazon.fr/dp/B07W5V8GC9"">WD 24To My Book Duo - Disque dur externe avec logiciels de gestion du disque et de sauvegarde et protection par mot de passe, USB-C et cables USB-A, en Raid 0/1, JBOD</a>"
"€0,055","€55,20",€110,2 TB,,M.2,NVMe,Used,"WD_BLACK SN770 SSD 2 To, Disque SSD Interne, Vitesse de lecture jusqu'à 5150 Mo/s, M.2 2280 NVMe SSD, PCIe Gen 4.0, Haute performance disque de jeu, Noir","<a href=""https://www.amazon.fr/dp/B09QV5KJHV"">WD_BLACK SN770 SSD 2 To, Disque SSD Interne, Vitesse de lecture jusqu'à 5150 Mo/s, M.2 2280 NVMe SSD, PCIe Gen 4.0, Haute performance disque de jeu, Noir</a>","<a href=""https://www.amazon.fr/dp/B09QV5KJHV"">WD_BLACK SN770 SSD 2 To, Disque SSD Interne, Vitesse de lecture jusqu'à 5150 Mo/s, M.2 2280 NVMe SSD, PCIe Gen 4.0, Haute performance disque de jeu, Noir</a>"
"€0,055","€55,31",€53,960 GB,,Internal,SSD,Used,"Kingston A400 SSD SSD Interne 2.5"" SATA Rev 3.0, 960GB - SA400S37/960G","<a href=""https://www.amazon.fr/dp/B079XC5PVV"">Kingston A400 SSD SSD Interne 2.5"" SATA Rev 3.0, 960GB - SA400S37/960G</a>","<a href=""https://www.amazon.fr/dp/B079XC5PVV"">Kingston A400 SSD SSD Interne 2.5"" SATA Rev 3.0, 960GB - SA400S37/960G</a>"
"€0,055","€55,44",€111,2 TB,,Internal,SSD,New,"PNY CS900 SSD Interne SATA III Disque SSD, 2.5 Pouces, 2To, Vitesse de Lecture jusqu'à 550MB/s","<a href=""https://www.amazon.fr/dp/B08GB8S6R3"">PNY CS900 SSD Interne SATA III Disque SSD, 2.5 Pouces, 2To, Vitesse de Lecture jusqu'à 550MB/s</a>"
"€0,055","€55,50",€111,2 TB,,M.2,NVMe,New,Crucial P3 2To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s - CT2000P3SSD801 (Édition Acronis),"<a href=""https://www.amazon.fr/dp/B0CCN91GCY"">Crucial P3 2To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s - CT2000P3SSD801 (Édition Acronis)</a>","<a href=""https://www.amazon.fr/dp/B0CCN91GCY"">Crucial P3 2To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s - CT2000P3SSD801 (Édition Acronis)</a>"
"€0,056","€55,98",€28,500 GB,,"External 2.5""",HDD,New,"Disques durs externes 500Go - 2.5'' USB 3.0 Ultra Fin Tout-Aluminium Stockage HDD pour Xbox One, PS4, PC, Mac, Laptop, Ordinateur de Bureau/ Portable, Wii U, TV, Windows(Gris)","<a href=""https://www.amazon.fr/dp/B07BCP3PYL"">Disques durs externes 500Go - 2.5'' USB 3.0 Ultra Fin Tout-Aluminium Stockage HDD pour Xbox One, PS4, PC, Mac, Laptop, Ordinateur de Bureau/ Portable, Wii U, TV, Windows(Gris)</a>"
"€0,056","€55,99",€56,1 TB,,Internal,SSD,New,"KingSpec 1To 2.5"" SATA SSD, 3D NAND Flash Disque Dur SSD Interne, Vitesse de Lecture jusqu'à 550 Mo/Sec - pour Ordinateur de Bureau/Portable/Tout-en-Un","<a href=""https://www.amazon.fr/dp/B0B2K51BHH"">KingSpec 1To 2.5"" SATA SSD, 3D NAND Flash Disque Dur SSD Interne, Vitesse de Lecture jusqu'à 550 Mo/Sec - pour Ordinateur de Bureau/Portable/Tout-en-Un</a>"
"€0,056","€56,45",€113,2 TB,2 years,M.2,NVMe,New,"WD Blue SN580 2 To, M.2 NVMe SSD, PCIe Gén. 4 x4, avec vitesse de lecture jusqu'à 4 150 Mo/s.","<a href=""https://www.amazon.fr/dp/B0C8WPRM9T"">WD Blue SN580 2 To, M.2 NVMe SSD, PCIe Gén. 4 x4, avec vitesse de lecture jusqu'à 4 150 Mo/s.</a>","<a href=""https://www.amazon.fr/dp/B0C8WPRM9T"">WD Blue SN580 2 To, M.2 NVMe SSD, PCIe Gén. 4 x4, avec vitesse de lecture jusqu'à 4 150 Mo/s.</a>"
"€0,056","€56,50",€113,2 TB,,Internal,SSD,New,"Fikwot FX815 Disque Dur Interne SSD SATA 2To 3D NAND 2,5"" SATA III 6 Go/S, 80 TBW (téraoctets écrits) Jusqu'à 560 mo/s pour Ordinateur Portable et Ordinateur de Bureau, SSD 2,5 2To","<a href=""https://www.amazon.fr/dp/B0CXJ1W6F9"">Fikwot FX815 Disque Dur Interne SSD SATA 2To 3D NAND 2,5"" SATA III 6 Go/S, 80 TBW (téraoctets écrits) Jusqu'à 560 mo/s pour Ordinateur Portable et Ordinateur de Bureau, SSD 2,5 2To</a>"
"€0,057","€56,58",€57,1 TB,,"Internal 2.5""",HDD,New,"Seagate BarraCuda, 1 To, Disque dur interne HDD – 2,5"" SATA 6 Gbit/s 5 400 tr/min, 128 Mo de mémoire cache, pour PC portable (ST1000LM048)","<a href=""https://www.amazon.fr/dp/B01LY3Q201"">Seagate BarraCuda, 1 To, Disque dur interne HDD – 2,5"" SATA 6 Gbit/s 5 400 tr/min, 128 Mo de mémoire cache, pour PC portable (ST1000LM048)</a>","<a href=""https://www.amazon.fr/dp/B01LY3Q201"">Seagate BarraCuda, 1 To, Disque dur interne HDD – 2,5"" SATA 6 Gbit/s 5 400 tr/min, 128 Mo de mémoire cache, pour PC portable (ST1000LM048)</a>"
"€0,057","€56,99",€57,1 TB,2 years,"Internal 3.5""",HDD,New,"Seagate Barracuda 1 TB Internal Hard Drive HDD, 3.5 inch, 7200 U/Min, 64 MB Cache, SATA 6 GB/s, Modellnr.: ST1000DMZ14","<a href=""https://www.amazon.fr/dp/B0BYT7BD4Y"">Seagate Barracuda 1 TB Internal Hard Drive HDD, 3.5 inch, 7200 U/Min, 64 MB Cache, SATA 6 GB/s, Modellnr.: ST1000DMZ14</a>","<a href=""https://www.amazon.fr/dp/B0BYT7BD4Y"">Seagate Barracuda 1 TB Internal Hard Drive HDD, 3.5 inch, 7200 U/Min, 64 MB Cache, SATA 6 GB/s, Modellnr.: ST1000DMZ14</a>"
"€0,057","€57,50",€115,2 TB,,M.2,NVMe,New,"WD_BLACK SN770 SSD 2 To, Disque SSD Interne, Vitesse de lecture jusqu'à 5150 Mo/s, M.2 2280 NVMe SSD, PCIe Gen 4.0, Haute performance disque de jeu, Noir","<a href=""https://www.amazon.fr/dp/B09QV5KJHV"">WD_BLACK SN770 SSD 2 To, Disque SSD Interne, Vitesse de lecture jusqu'à 5150 Mo/s, M.2 2280 NVMe SSD, PCIe Gen 4.0, Haute performance disque de jeu, Noir</a>","<a href=""https://www.amazon.fr/dp/B09QV5KJHV"">WD_BLACK SN770 SSD 2 To, Disque SSD Interne, Vitesse de lecture jusqu'à 5150 Mo/s, M.2 2280 NVMe SSD, PCIe Gen 4.0, Haute performance disque de jeu, Noir</a>"
"€0,058","€57,79",€55,960 GB,,Internal,SSD,New,"Kingston A400 SSD SSD Interne 2.5"" SATA Rev 3.0, 960GB - SA400S37/960G","<a href=""https://www.amazon.fr/dp/B079XC5PVV"">Kingston A400 SSD SSD Interne 2.5"" SATA Rev 3.0, 960GB - SA400S37/960G</a>","<a href=""https://www.amazon.fr/dp/B079XC5PVV"">Kingston A400 SSD SSD Interne 2.5"" SATA Rev 3.0, 960GB - SA400S37/960G</a>"
"€0,058","€57,90",€58,1 TB,,"External 2.5""",HDD,New,"Seagate Basic, 1 To, Disque Dur Externe 2, 5"", USB 3.0, PC portable, Gris (STJL1000400)","<a href=""https://www.amazon.fr/dp/B081VGBGP5"">Seagate Basic, 1 To, Disque Dur Externe 2, 5"", USB 3.0, PC portable, Gris (STJL1000400)</a>","<a href=""https://www.amazon.fr/dp/B081VGBGP5"">Seagate Basic, 1 To, Disque Dur Externe 2, 5"", USB 3.0, PC portable, Gris (STJL1000400)</a>"
"€0,058","€57,93",€232,4 TB,,External,SSD,Used,"Samsung SSD Externe T5 EVO Portable, 4 To, Vitesses de lecture/écriture Jusqu'à 460 Mo/s, USB 3.2 Gen1, Compatible MacOs, PC, appareils Android, consoles de jeux, Noir, MU-PH4T0S/EU","<a href=""https://www.amazon.fr/dp/B0CKL94GKB"">Samsung SSD Externe T5 EVO Portable, 4 To, Vitesses de lecture/écriture Jusqu'à 460 Mo/s, USB 3.2 Gen1, Compatible MacOs, PC, appareils Android, consoles de jeux, Noir, MU-PH4T0S/EU</a>","<a href=""https://www.amazon.fr/dp/B0CKL94GKB"">Samsung SSD Externe T5 EVO Portable, 4 To, Vitesses de lecture/écriture Jusqu'à 460 Mo/s, USB 3.2 Gen1, Compatible MacOs, PC, appareils Android, consoles de jeux, Noir, MU-PH4T0S/EU</a>"
"€0,058","€58,41",€58,1 TB,,Internal,SSD,Used,"Crucial BX500 1TB 3D NAND SATA 2,5 pouces SSD interne - Jusqu’à 540 Mo/s - CT1000BX500SSD1","<a href=""https://www.amazon.fr/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 2,5 pouces SSD interne - Jusqu’à 540 Mo/s - CT1000BX500SSD1</a>","<a href=""https://www.amazon.fr/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 2,5 pouces SSD interne - Jusqu’à 540 Mo/s - CT1000BX500SSD1</a>"
"€0,058","€58,50",€117,2 TB,,Internal,SSD,New,"fanxiang 2To SSD SATA Disque Dur SSD SATA III 6Go/s SSD 2.5"", 560Mo/s en Lecture, QLC SSD Interne Compatible avec Ordinateurs Portables et Ordinateurs de Bureau S101Q","<a href=""https://www.amazon.fr/dp/B0CM8M8293"">fanxiang 2To SSD SATA Disque Dur SSD SATA III 6Go/s SSD 2.5"", 560Mo/s en Lecture, QLC SSD Interne Compatible avec Ordinateurs Portables et Ordinateurs de Bureau S101Q</a>"
"€0,059","€58,57",€30,512 GB,3 years,Internal,SSD,New,"Silicon Power SSD 512Go 3D NAND A55 SLC Cache Performance Boost 2.5 pouces SATA III 7mm (0.28"") Interne SSD","<a href=""https://www.amazon.fr/dp/B07KR1GFY5"">Silicon Power SSD 512Go 3D NAND A55 SLC Cache Performance Boost 2.5 pouces SATA III 7mm (0.28"") Interne SSD</a>"
"€0,059","€58,71",€14,240 GB,,Internal,SSD,Used,"MSI SPATIUM S270 SATA 2.5"" 240GB - Disque SSD Interne 240 Go, SATA III 6 GB/s, 2,5"", Lecture 500 MB/s & Écriture 400 MB/s, 3D NAND, Sécurité des Données Intégrée, Center, 110 TBW, Garantie 5 Ans","<a href=""https://www.amazon.fr/dp/B0BGQ8FB3G"">MSI SPATIUM S270 SATA 2.5"" 240GB - Disque SSD Interne 240 Go, SATA III 6 GB/s, 2,5"", Lecture 500 MB/s & Écriture 400 MB/s, 3D NAND, Sécurité des Données Intégrée, Center, 110 TBW, Garantie 5 Ans</a>","<a href=""https://www.amazon.fr/dp/B0BGQ8FB3G"">MSI SPATIUM S270 SATA 2.5"" 240GB - Disque SSD Interne 240 Go, SATA III 6 GB/s, 2,5"", Lecture 500 MB/s & Écriture 400 MB/s, 3D NAND, Sécurité des Données Intégrée, Center, 110 TBW, Garantie 5 Ans</a>"
"€0,059","€58,74",€117,2 TB,,M.2,NVMe,Used,"Crucial P3 Plus SSD 2To PCIe Gen4 NVMe M.2 SSD Interne, Jusqu’à 5.000 Mo/s, Compatible avec Ordinateur Portable et de Bureau, Disque Dur SSD - CT2000P3PSSD801","<a href=""https://www.amazon.fr/dp/B0BYW8FLKN"">Crucial P3 Plus SSD 2To PCIe Gen4 NVMe M.2 SSD Interne, Jusqu’à 5.000 Mo/s, Compatible avec Ordinateur Portable et de Bureau, Disque Dur SSD - CT2000P3PSSD801</a>","<a href=""https://www.amazon.fr/dp/B0BYW8FLKN"">Crucial P3 Plus SSD 2To PCIe Gen4 NVMe M.2 SSD Interne, Jusqu’à 5.000 Mo/s, Compatible avec Ordinateur Portable et de Bureau, Disque Dur SSD - CT2000P3PSSD801</a>"
"€0,059","€58,82",€59,1 TB,,"External 3.5""",HDD,Used,"Seagate Portable Amazon Special Edition, 1 To, USB 3,0 Portable Disque dur externe pour Mac, PC, Services Rescue valables 2 ans (STGX1000400)","<a href=""https://www.amazon.fr/dp/B07CRG7BBH"">Seagate Portable Amazon Special Edition, 1 To, USB 3,0 Portable Disque dur externe pour Mac, PC, Services Rescue valables 2 ans (STGX1000400)</a>","<a href=""https://www.amazon.fr/dp/B07CRG7BBH"">Seagate Portable Amazon Special Edition, 1 To, USB 3,0 Portable Disque dur externe pour Mac, PC, Services Rescue valables 2 ans (STGX1000400)</a>"
"€0,059","€58,99",€59,1 TB,,"External 2.5""",HDD,New,"Toshiba Canvio Partner 1To Portable 2.5"" HDD externe, USB 3.2 Gen 1, compatible Mac et Windows, USB Powered","<a href=""https://www.amazon.fr/dp/B0BGXWT3GL"">Toshiba Canvio Partner 1To Portable 2.5"" HDD externe, USB 3.2 Gen 1, compatible Mac et Windows, USB Powered</a>"
"€0,059","€59,00",€59,1 TB,,Internal,SSD,New,"Crucial BX500 1TB 3D NAND SATA 2,5 pouces SSD interne - Jusqu’à 540 Mo/s - CT1000BX500SSD1","<a href=""https://www.amazon.fr/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 2,5 pouces SSD interne - Jusqu’à 540 Mo/s - CT1000BX500SSD1</a>","<a href=""https://www.amazon.fr/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 2,5 pouces SSD interne - Jusqu’à 540 Mo/s - CT1000BX500SSD1</a>"
"€0,059","€59,06",€30,500 GB,,Internal,SSD,New,"PNY CS900 SSD Interne SATA III, 2.5 Pouces, 500Go, Vitesse de Lecture jusqu'à 550MB/s","<a href=""https://www.amazon.fr/dp/B07XZLN9KM"">PNY CS900 SSD Interne SATA III, 2.5 Pouces, 500Go, Vitesse de Lecture jusqu'à 550MB/s</a>","<a href=""https://www.amazon.fr/dp/B07XZLN9KM"">PNY CS900 SSD Interne SATA III, 2.5 Pouces, 500Go, Vitesse de Lecture jusqu'à 550MB/s</a>"
"€0,060","€59,63",€31,512 GB,5 years,USB,Flash,Used,Kingston DataTraveler SE9 Gen 3 - 512GB 220MB/s- Métal - Clé USB 3.2 Gen 1 - Dorée,"<a href=""https://www.amazon.fr/dp/B0CT8YVWRK"">Kingston DataTraveler SE9 Gen 3 - 512GB 220MB/s- Métal - Clé USB 3.2 Gen 1 - Dorée</a>","<a href=""https://www.amazon.fr/dp/B0CT8YVWRK"">Kingston DataTraveler SE9 Gen 3 - 512GB 220MB/s- Métal - Clé USB 3.2 Gen 1 - Dorée</a>"
"€0,060","€59,66",€119,2 TB,,External,SSD,Used,"Crucial X6 2To Portable SSD - Jusqu’à 800Mo/s - PC et Mac - USB 3.2 USB-C externe SSD, Disque SSD - CT2000X6SSD9","<a href=""https://www.amazon.fr/dp/B08FSNKNSV"">Crucial X6 2To Portable SSD - Jusqu’à 800Mo/s - PC et Mac - USB 3.2 USB-C externe SSD, Disque SSD - CT2000X6SSD9</a>","<a href=""https://www.amazon.fr/dp/B08FSNKNSV"">Crucial X6 2To Portable SSD - Jusqu’à 800Mo/s - PC et Mac - USB 3.2 USB-C externe SSD, Disque SSD - CT2000X6SSD9</a>"
"€0,060","€59,98",€60,1 TB,,Internal,SSD,New,"fanxiang S101 1To SSD Disque Interne SSD SATA III 6 Go/s 2,5"" Vitesse de Lecture jusqu'à 550 Mo/Sec, Compatible avec Ordinateurs Portables et Ordinateurs de Bureau (Noir)","<a href=""https://www.amazon.fr/dp/B09XDJ673F"">fanxiang S101 1To SSD Disque Interne SSD SATA III 6 Go/s 2,5"" Vitesse de Lecture jusqu'à 550 Mo/Sec, Compatible avec Ordinateurs Portables et Ordinateurs de Bureau (Noir)</a>"
"€0,060","€60,00",€120,2 TB,,Internal,SSD,Used,"Crucial BX500 SATA SSD 2To, SSD 2.5"" Interne, jusqu'à 540Mo/s, Compatible avec Ordinateur Portable et de Bureau (PC), 3D NAND, Accélération dynamique de l'écriture, Disque Dur SSD - CT2000BX500SSD101","<a href=""https://www.amazon.fr/dp/B0CCN9QWKT"">Crucial BX500 SATA SSD 2To, SSD 2.5"" Interne, jusqu'à 540Mo/s, Compatible avec Ordinateur Portable et de Bureau (PC), 3D NAND, Accélération dynamique de l'écriture, Disque Dur SSD - CT2000BX500SSD101</a>","<a href=""https://www.amazon.fr/dp/B0CCN9QWKT"">Crucial BX500 SATA SSD 2To, SSD 2.5"" Interne, jusqu'à 540Mo/s, Compatible avec Ordinateur Portable et de Bureau (PC), 3D NAND, Accélération dynamique de l'écriture, Disque Dur SSD - CT2000BX500SSD101</a>"
"€0,060","€60,00",€120,2 TB,,M.2,NVMe,New,"KingSpec 2To M.2 SSD 2280 NVMe PCIe Gen4x4, Vitesse de Lecture jusqu'à 7400 Mo/s, 3D NAND Flash Interne SSD - Compatible avec PS5/PC","<a href=""https://www.amazon.fr/dp/B0C58FVB9V"">KingSpec 2To M.2 SSD 2280 NVMe PCIe Gen4x4, Vitesse de Lecture jusqu'à 7400 Mo/s, 3D NAND Flash Interne SSD - Compatible avec PS5/PC</a>"
"€0,060","€60,00",€60,1 TB,2 years,Internal,SSD,Used,"WD Blue SN580 SSD 1 To Disque SSD Interne, Vitesse de lecture jusqu'à 4150 Mo/s, PCIe Gen. 4x4, Comprend Acronis True Image pour WD, Clonage de disque et migration","<a href=""https://www.amazon.fr/dp/B0C8XMH264"">WD Blue SN580 SSD 1 To Disque SSD Interne, Vitesse de lecture jusqu'à 4150 Mo/s, PCIe Gen. 4x4, Comprend Acronis True Image pour WD, Clonage de disque et migration</a>","<a href=""https://www.amazon.fr/dp/B0C8XMH264"">WD Blue SN580 SSD 1 To Disque SSD Interne, Vitesse de lecture jusqu'à 4150 Mo/s, PCIe Gen. 4x4, Comprend Acronis True Image pour WD, Clonage de disque et migration</a>"
